tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,DBR,LDDBRN,CD16,MEMRD_DATA,QREG,RA,CSA_12_0
44040579,0,1,1,3,10044,0,0,0,1,0,6000
44040580,0,1,1,3,10044,0,0,0,1,0,6000
44040581,0,1,1,3,10044,0,44035,44035,1,0,6440
44040582,0,1,1,3,10044,0,44035,44035,1,0,6440
44040583,0,1,1,3,10044,0,44035,44035,1,0,6440
44040584,0,1,1,3,10044,0,44035,44035,1,0,6440
44040585,0,1,1,3,10044,0,44035,0,1,0,6440
44040586,0,1,1,3,10044,0,44035,0,1,0,6440
44040587,0,1,1,3,10044,0,44035,0,1,0,6440
44040588,1,1,1,0,44035,0,44035,0,1,0,170
44040589,1,1,1,0,44035,0,0,0,1,0,170
44040590,1,1,1,0,44035,0,0,0,1,0,0
44040591,1,1,1,0,44035,0,0,0,1,0,0
44040592,1,1,1,0,44035,0,0,0,1,0,0
44040593,1,1,1,0,44035,0,0,0,1,0,0
44040594,1,1,1,0,44035,0,0,0,1,0,0
44040595,1,1,1,0,44035,0,0,0,1,0,0
44040596,1,1,1,0,44035,0,0,0,1,0,0
44040597,1,1,1,0,44035,0,0,0,1,0,0
44040598,1,1,1,0,44035,0,111,111,1,0,0
44040599,1,1,1,0,44035,0,111,111,1,0,0
44040600,1,1,1,0,44035,0,111,111,1,0,0
44040601,1,1,1,0,44035,0,111,111,1,0,0
44040602,1,1,1,0,44035,0,111,0,1,0,0
44040603,1,1,1,0,44035,0,111,0,1,0,0
44040604,1,1,1,0,44035,0,111,0,1,0,0
44040605,111,1,1,3,111,0,111,0,1,0,0
44040606,111,1,1,3,111,0,0,0,1,0,0
44040607,111,1,1,3,111,0,0,0,1,0,2001
44040608,111,1,1,3,111,0,0,0,1,0,17041
44040609,111,1,1,3,111,0,0,0,1,0,17041
44040610,111,1,1,3,111,0,0,0,1,0,0
44040611,111,1,1,3,111,0,0,0,1,0,6000
44040612,111,1,1,3,111,0,0,0,1,0,6000
44040613,111,1,1,3,111,0,0,0,1,0,6000
44040614,111,1,1,3,111,0,0,0,1,0,6000
44040615,111,1,1,3,111,0,50033,50033,1,0,6500
44040616,111,1,1,3,111,0,50033,50033,1,0,6500
44040617,111,1,1,3,111,0,50033,50033,1,0,6500
44040618,111,1,1,3,111,0,50033,50033,1,0,6500
44040619,111,1,1,3,111,0,50033,0,1,0,6500
44040620,111,1,1,3,111,0,50033,0,1,0,6500
44040621,111,1,1,3,111,0,50033,0,1,0,6500
44040622,1,1,1,0,50033,0,50033,0,1,111,172
44040623,1,1,1,0,50033,0,0,0,1,111,172
44040624,1,1,1,0,50033,0,0,0,1,111,0
44040625,1,1,1,0,50033,0,0,0,1,111,0
44040626,1,1,1,0,50033,0,0,0,1,111,0
44040627,1,1,1,0,50033,0,0,0,1,111,0
44040628,1,1,1,0,50033,0,0,0,1,111,0
44040629,1,1,1,0,50033,0,0,0,1,111,0
44040630,1,1,1,0,50033,0,0,0,1,111,0
44040631,1,1,1,0,50033,0,0,0,1,111,0
44040632,1,1,1,0,50033,0,300,300,1,111,0
44040633,1,1,1,0,50033,0,300,300,1,111,0
44040634,1,1,1,0,50033,0,300,300,1,111,0
44040635,1,1,1,0,50033,0,300,300,1,111,0
44040636,1,1,1,0,50033,0,300,0,1,111,0
44040637,1,1,1,0,50033,0,300,0,1,111,0
44040638,1,1,1,0,50033,0,300,0,1,111,0
44040639,300,1,1,3,300,0,300,0,1,111,0
44040640,300,1,1,3,300,0,0,0,1,111,0
44040641,300,1,1,3,300,0,0,0,1,111,2001
44040642,300,1,1,3,300,0,0,0,1,111,17042
44040643,300,1,1,3,300,0,0,0,1,111,17042
44040644,300,1,1,3,300,0,0,0,1,111,0
44040645,300,1,1,3,300,0,0,0,1,111,6000
44040646,300,1,1,3,300,0,0,0,1,111,6000
44040647,300,1,1,3,300,0,0,0,1,111,6000
44040648,300,1,1,3,300,0,0,0,1,111,6000
44040649,300,1,1,3,300,0,173005,173005,1,111,7730
44040650,300,1,1,3,300,0,173005,173005,1,111,7730
44040651,300,1,1,3,300,0,173005,173005,1,111,7730
44040652,300,1,1,3,300,0,173005,173005,1,111,7730
44040653,300,1,1,3,300,0,173005,0,1,111,7730
44040654,300,1,1,3,300,0,173005,0,1,111,7730
44040655,300,1,1,3,300,0,173005,0,1,111,7730
44040656,5,1,1,3,173005,0,173005,0,1,111,0
44040657,5,1,1,3,173005,0,0,0,1,111,0
44040658,5,1,1,3,173005,0,0,0,1,111,2001
44040659,5,1,1,3,173005,0,0,0,1,111,17043
44040660,5,1,1,3,173005,0,0,0,1,111,17043
44040661,5,1,1,3,173005,0,0,0,1,111,0
44040662,5,1,1,3,173005,0,0,0,1,111,6000
44040663,5,1,1,3,173005,0,0,0,1,111,6000
44040664,5,1,1,3,173005,0,0,0,1,111,6000
44040665,5,1,1,3,173005,0,0,0,1,111,6000
44040666,5,1,1,3,173005,0,150415,150415,1,111,7504
44040667,5,1,1,3,173005,0,150415,150415,1,111,7504
44040668,5,1,1,3,173005,0,150415,150415,1,111,7504
44040669,5,1,1,3,173005,0,150415,150415,1,111,7504
44040670,5,1,1,3,173005,0,150415,0,1,111,7504
44040671,5,1,1,3,173005,0,150415,0,1,111,7504
44040672,5,1,1,3,173005,0,150415,0,1,111,7504
44040673,1,1,1,0,150415,0,150415,0,1,111,657
44040674,1,1,1,0,150415,0,1,0,1,111,657
44040675,1,1,1,0,150415,0,1,0,1,111,326
44040676,1,1,1,0,1,1,1,0,1,111,326
44040677,1,1,1,0,1,1,1,0,1,111,326
44040678,1,1,1,0,1,1,1,0,1,111,327
44040679,1,1,1,0,1,1,1,0,1,111,327
44040680,1,1,1,0,1,1,1,0,1,111,330
44040681,1,1,1,0,1,1,1,0,1,111,660
44040682,1,1,1,0,1,1,1,0,1,111,660
44040683,1,1,1,0,1,1,1,0,1,111,660
44040684,1,1,1,0,1,1,1,0,1,111,3655
44040685,44,1,1,0,1,1,110044,0,1,111,3655
44040686,44,1,1,0,1,1,110044,0,1,111,3655
44040687,44,1,1,0,1,1,110044,0,1,111,474
44040688,44,1,1,0,1,1,110044,0,110044,111,474
44040689,44,1,1,0,1,1,110044,0,110044,111,474
44040690,44,1,1,0,1,1,110044,0,110044,111,475
44040691,305,1,1,3,1,1,305,0,110044,111,475
44040692,305,1,1,3,1,1,305,0,110044,111,476
44040693,305,1,1,3,1,1,305,0,110044,111,501
44040694,44,1,1,0,1,1,110044,0,110044,111,501
44040695,44,1,1,0,1,1,110044,0,110044,111,501
44040696,44,1,1,0,1,1,110044,0,110044,111,502
44040697,7,1,1,0,1,1,7,0,110044,111,502
44040698,7,1,1,0,1,1,7,0,110044,111,503
44040699,7,1,1,0,1,1,7,0,110044,111,503
44040700,300,1,1,0,1,1,300,0,300,111,503
44040701,300,1,1,0,1,1,300,0,300,111,504
44040702,300,1,1,0,1,1,300,0,300,111,511
44040703,3,1,1,0,1,1,3,0,300,111,511
44040704,3,1,1,0,1,1,3,0,300,111,511
44040705,3,1,1,0,1,1,3,0,300,111,3725
44040706,141,1,1,0,1,1,30141,0,304,111,3725
44040707,141,1,1,0,1,1,30141,0,304,111,3725
44040708,141,1,1,0,1,1,30141,0,304,111,476
44040709,111,0,1,0,1,1,111,0,30141,111,476
# MARK wr tick=44040709
44040710,111,0,1,0,1,1,111,0,30141,111,476
44352820,70,1,1,0,10044,1,70,0,305,0,522
44352821,70,1,1,0,10044,1,70,0,305,0,523
44352822,70,1,1,0,10044,1,70,0,305,0,527
44352823,30,1,1,0,10044,1,30,0,0,0,527
44352824,30,1,1,0,10044,1,30,0,0,0,527
44352825,30,1,1,0,10044,1,30,0,0,0,530
44352826,0,1,1,0,10044,1,0,0,0,0,530
44352827,0,1,1,0,10044,1,0,0,0,0,531
44352828,0,1,1,0,10044,1,0,0,0,0,531
44352829,30,1,1,0,10044,1,74030,0,0,0,531
44352830,30,1,1,0,10044,1,74030,0,0,0,532
44352831,30,1,1,0,10044,1,74030,0,0,0,532
44352832,0,1,1,0,10044,1,40000,0,74030,0,532
44352833,0,1,1,0,10044,1,40000,0,74030,0,533
44352834,0,1,1,0,10044,1,40000,0,74030,0,537
44352835,0,1,1,0,10044,1,4000,0,74030,0,537
44352836,0,1,1,0,10044,1,4000,0,74030,0,537
44352837,0,1,1,0,10044,1,4000,0,74030,0,540
44352838,2,1,1,0,10044,1,2,0,74030,0,540
44352839,2,1,1,0,10044,1,2,0,74030,0,541
44352840,2,1,1,0,10044,1,2,0,74030,0,476
44352841,1,1,1,0,10044,1,1,0,74030,0,476
44352842,1,1,1,0,10044,1,1,0,74030,0,476
44352843,1,1,1,0,10044,1,1,0,74030,0,0
44352844,30,1,1,3,10044,0,0,0,74030,0,0
44352845,30,1,1,3,10044,0,0,0,74030,0,0
44352846,30,1,1,3,10044,0,0,0,74030,0,2001
44352847,30,1,1,3,10044,0,0,0,74030,0,17107
44352848,30,1,1,3,10044,0,0,0,74030,0,17107
44352849,30,1,1,3,10044,0,0,0,74030,0,0
44352850,30,1,1,3,10044,0,0,0,74030,0,6000
44352851,30,1,1,3,10044,0,0,0,74030,0,6000
44352852,30,1,1,3,10044,0,0,0,74030,0,6000
44352853,30,1,1,3,10044,0,0,0,74030,0,6000
44352854,30,1,1,3,10044,0,175235,175235,74030,0,7752
44352855,30,1,1,3,10044,0,175235,175235,74030,0,7752
44352856,30,1,1,3,10044,0,175235,175235,74030,0,7752
44352857,30,1,1,3,10044,0,175235,175235,74030,0,7752
44352858,30,1,1,3,10044,0,175235,0,74030,0,7752
44352859,30,1,1,3,10044,0,175235,0,74030,0,7752
44352860,30,1,1,3,10044,0,175235,0,74030,0,7752
44352861,30,1,1,0,175235,0,175235,0,74030,0,256
44352862,30,1,1,0,175235,0,74030,0,74030,0,256
44352863,30,1,1,0,175235,0,74030,0,74030,0,257
44352864,44,1,1,0,74030,1,10044,0,74030,0,257
44352865,44,1,1,0,74030,1,10044,0,74030,0,260
44352866,44,1,1,0,74030,1,10044,0,74030,0,264
44352867,377,1,1,0,74030,1,177777,0,74030,0,264
44352868,377,1,1,0,74030,1,177777,0,74030,0,264
44352869,377,1,1,0,74030,1,177777,0,74030,0,265
44352870,10,1,1,0,74030,1,10,0,177777,0,265
44352871,10,1,1,0,74030,1,10,0,177777,0,266
44352872,10,1,1,0,74030,1,10,0,177777,0,266
44352873,43,1,1,0,74030,1,10043,0,177777,0,266
44352874,43,1,1,0,74030,1,10043,0,177777,0,267
44352875,43,1,1,0,74030,1,10043,0,177777,0,0
44352876,0,1,1,3,74030,0,0,0,177777,0,0
44352877,0,1,1,3,74030,0,0,0,177777,0,0
44352878,0,1,1,3,74030,0,0,0,177777,0,2001
44352879,0,1,1,3,74030,0,0,0,177777,0,17110
44352880,0,1,1,3,74030,0,0,0,177777,0,17110
44352881,0,1,1,3,74030,0,0,0,177777,0,0
44352882,0,1,1,3,74030,0,0,0,177777,0,6000
44352883,0,1,1,3,74030,0,0,0,177777,0,6000
44352884,0,1,1,3,74030,0,0,0,177777,0,6000
44352885,0,1,1,3,74030,0,0,0,177777,0,6000
44352886,0,1,1,3,74030,0,146142,146142,177777,0,7461
44352887,0,1,1,3,74030,0,146142,146142,177777,0,7461
44352888,0,1,1,3,74030,0,146142,146142,177777,0,7461
44352889,0,1,1,3,74030,0,146142,146142,177777,0,7461
44352890,0,1,1,3,74030,0,146142,0,177777,0,7461
44352891,0,1,1,3,74030,0,146142,0,177777,0,7461
44352892,0,1,1,3,74030,0,146142,0,177777,0,7461
44352893,26,1,1,3,146142,0,146142,0,177777,0,145
44352894,26,1,1,3,146142,0,0,0,177777,0,145
44352895,26,1,1,3,146142,0,0,0,177777,0,0
44352896,26,1,1,3,146142,0,0,0,177777,0,17111
44352897,26,1,1,3,146142,0,0,0,177777,0,17111
44352898,26,1,1,3,146142,0,0,0,177777,0,0
44352899,26,1,1,3,146142,0,0,0,177777,0,0
44352900,0,1,1,3,0,0,0,0,177777,0,0
44352901,0,1,1,3,0,0,0,0,177777,0,0
44352902,0,1,1,3,0,0,0,0,177777,0,2001
44352903,0,1,1,3,0,0,0,0,177777,0,17026
44352904,0,1,1,3,0,0,0,0,177777,0,17026
