tick,CSA,AREG,TREG,RX,RD,RB,CD16,MEMRD_ADDR,MEMRD_DATA,QREG,DBR
72310106,6000,177777,0,15,12733,1147,0,0,0,20000,0
72310107,7420,177777,0,15,12733,1147,142006,0,142006,20000,0
72310108,7420,177777,0,15,12733,1147,142006,0,142006,20000,0
72310109,7420,177777,0,15,12733,1147,142006,0,142006,20000,0
72310110,7420,177777,0,15,12733,1147,142006,0,142006,20000,0
72310111,7420,177777,0,15,12733,1147,142006,0,0,20000,0
72310112,7420,177777,0,15,12733,1147,142006,0,0,20000,0
72310113,7420,177777,0,15,12733,1147,142006,0,0,20000,0
72310114,215,177777,0,15,12733,1147,142006,0,0,20000,142006
72310115,215,177777,0,15,12733,1147,0,0,0,20000,142006
72310116,0,177777,0,15,12733,1147,0,0,0,20000,142006
72310117,16462,177777,0,15,12733,1147,0,0,0,20000,142006
72310118,16462,177777,0,15,12733,1147,0,0,0,20000,142006
72310119,0,177777,0,15,12733,1147,0,2462,0,20000,142006
72310120,6000,177777,0,15,12733,1147,0,2462,0,20000,142006
72310121,6000,177777,0,15,12733,1147,0,0,0,20000,142006
72310122,6000,177777,0,15,12733,1147,0,0,0,20000,142006
72310123,6000,177777,0,15,12733,1147,0,0,0,20000,142006
72310124,7250,177777,0,15,12733,1147,125010,0,125010,20000,142006
72310125,7250,177777,0,15,12733,1147,125010,0,125010,20000,142006
72310126,7250,177777,0,15,12733,1147,125010,0,125010,20000,142006
72310127,7250,177777,0,15,12733,1147,125010,0,125010,20000,142006
72310128,7250,177777,0,15,12733,1147,125010,0,0,20000,142006
72310129,7250,177777,0,15,12733,1147,125010,0,0,20000,142006
72310130,7250,177777,0,15,12733,1147,125010,0,0,20000,142006
72310131,143,177777,0,15,12733,1147,125010,0,0,20000,125010
72310132,143,177777,0,15,12733,1147,0,0,0,20000,125010
72310133,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310134,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310135,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310136,0,177777,0,15,12733,1147,0,2472,0,20000,125010
72310137,0,177777,0,15,12733,1147,0,2472,0,20000,125010
72310138,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310139,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310140,0,177777,0,15,12733,1147,0,0,0,20000,125010
72310141,0,177777,0,15,12733,1147,2406,0,2406,20000,125010
72310142,0,177777,0,15,12733,1147,2406,0,2406,20000,125010
72310143,0,177777,0,15,12733,1147,2406,0,2406,20000,125010
72310144,0,177777,0,15,12733,1147,2406,0,2406,20000,125010
72310145,0,177777,0,15,12733,1147,2406,0,0,20000,125010
72310146,0,177777,0,15,12733,1147,2406,0,0,20000,125010
72310147,0,177777,0,15,12733,1147,2406,0,0,20000,125010
72310148,0,177777,0,15,12733,1147,2406,0,0,20000,2406
72310149,0,177777,0,15,12733,1147,0,0,0,20000,2406
72310150,2001,177777,0,15,12733,1147,0,0,0,20000,2406
72310151,16406,177777,0,15,12733,1147,0,0,0,20000,2406
72310152,16406,177777,0,15,12733,1147,0,0,0,20000,2406
72310153,0,177777,0,15,12733,1147,0,2406,0,20000,2406
72310154,6000,177777,0,15,12733,1147,0,2406,0,20000,2406
72310155,6000,177777,0,15,12733,1147,0,0,0,20000,2406
72310156,6000,177777,0,15,12733,1147,0,0,0,20000,2406
72310157,6000,177777,0,15,12733,1147,0,0,0,20000,2406
72310158,7510,177777,0,15,12733,1147,151000,0,151000,20000,2406
72310159,7510,177777,0,15,12733,1147,151000,0,151000,20000,2406
72310160,7510,177777,0,15,12733,1147,151000,0,151000,20000,2406
72310161,7510,177777,0,15,12733,1147,151000,0,151000,20000,2406
72310162,7510,177777,0,15,12733,1147,151000,0,0,20000,2406
72310163,7510,177777,0,15,12733,1147,151000,0,0,20000,2406
72310164,7510,177777,0,15,12733,1147,151000,0,0,20000,2406
72310165,1072,177777,0,15,12733,1147,171000,0,0,20000,151000
72310166,1072,177777,0,15,12733,1147,20000,0,0,20000,151000
72310167,326,177777,0,15,12733,1147,20000,0,0,20000,151000
72310168,326,177777,0,15,12733,1147,20000,0,0,20000,151000
72310169,326,177777,0,15,12733,1147,20000,0,0,20000,151000
72310170,327,177777,0,15,12733,1147,20000,0,0,20000,151000
72310171,327,177777,0,15,12733,1147,20000,0,0,20000,151000
72310172,330,177777,0,15,12733,1147,20000,0,0,20000,151000
72310173,1073,177777,0,15,12733,1147,20000,0,0,20000,151000
72310174,1073,177777,0,15,12733,1147,20000,0,0,20000,151000
72310175,1073,177777,0,15,12733,1147,20000,0,0,20000,151000
72310176,1074,177777,0,15,12733,1147,20000,0,0,20000,151000
72310177,1074,177777,0,15,12733,1147,116400,0,0,20000,151000
72310178,1075,177777,0,15,12733,1147,116400,0,0,20000,151000
72310179,1075,177777,0,15,12733,1147,116400,0,0,20000,151000
72310180,1075,177777,0,15,12733,1147,235,0,0,20000,151000
72310181,1076,177777,0,15,12733,1147,235,0,0,20000,151000
72310182,1077,177777,0,15,12733,1147,235,0,0,20000,151000
72310183,1077,177777,0,15,12733,1147,17,0,0,235,151000
72310184,1077,177777,0,15,12733,1147,17,0,0,235,151000
72310185,1100,177777,0,15,12733,1147,17,0,0,235,151000
72310186,1100,177777,0,15,12733,1147,15,0,0,15,151000
72310187,1101,177777,0,15,12733,1147,15,0,0,15,151000
72310188,1101,177777,0,15,12733,1147,15,0,0,15,151000
72310189,1101,177777,0,15,12733,1147,20000,0,0,15,151000
72310190,1102,177777,0,15,12733,1147,20000,0,0,15,151000
72310191,1102,177777,0,15,12733,1147,20000,0,0,15,151000
72310192,1102,177777,0,15,12733,1147,20000,0,0,20000,151000
72310193,1103,177777,0,15,12733,1147,20000,0,0,20000,151000
72310194,1103,177777,0,15,12733,1147,20000,0,0,20000,151000
72310195,1103,177777,0,15,12733,1147,16,0,0,0,151000
72310196,1104,177777,0,15,12733,1147,16,0,0,0,151000
72310197,1104,177777,0,15,12733,1147,16,0,0,0,151000
72310198,1104,177777,0,15,12733,1147,20000,0,0,0,151000
72310199,1105,177777,0,15,12733,1147,20000,0,0,0,151000
72310200,1105,177777,0,15,12733,1147,0,0,0,0,151000
72310201,1105,177777,0,15,12733,1147,12,0,0,0,151000
72310202,1106,177777,0,15,12733,1147,12,0,0,0,151000
72310203,1106,177777,0,15,12733,1147,12,0,0,0,151000
72310204,1106,177777,0,15,12733,1147,3,0,0,3,151000
72310205,1107,177777,0,15,12733,1147,3,0,0,3,151000
72310206,1107,177777,0,15,12733,1147,3,0,0,3,151000
72310207,1107,177777,0,15,12733,1147,4,0,0,3,151000
72310208,1110,177777,0,15,12733,1147,4,0,0,3,151000
72310209,1111,177777,0,15,12733,1147,4,0,0,3,151000
72310210,1111,177777,0,15,12733,1147,10,0,0,3,151000
72310211,1111,177777,0,15,12733,1147,10,0,0,3,151000
72310212,1112,177777,0,15,12733,1147,10,0,0,3,151000
72310213,1112,177777,0,15,12733,1147,10,0,0,10,151000
72310214,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310215,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310216,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310217,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310218,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310219,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310220,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310221,1113,177777,0,15,12733,1147,10,0,0,10,151000
72310222,1114,177777,0,15,12733,1147,10,0,0,10,151000
72310223,1114,177777,0,15,12733,1147,10,0,0,10,151000
72310224,1114,177777,0,15,12733,1147,10,0,0,10,151000
72310225,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310226,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310227,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310228,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310229,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310230,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310231,1115,177777,0,15,12733,1147,10,0,0,10,151000
72310232,1115,177777,0,15,12733,1147,0,0,0,10,151000
72310233,1116,177777,0,15,12733,1147,0,0,0,10,151000
72310234,1116,177777,0,15,12733,1147,0,0,0,10,151000
72310235,1116,177777,0,15,12733,1147,116400,0,0,0,151000
72310236,1076,177777,0,15,12733,1147,116400,0,0,0,151000
72310237,1117,177777,0,15,12733,1147,116400,0,0,0,151000
72310238,1117,177777,0,15,12733,1147,60001,0,0,0,151000
72310239,1120,177777,0,15,12733,1147,60001,0,0,0,151000
72310240,1120,177777,0,15,12733,1147,60001,0,0,0,151000
72310241,1120,177777,0,15,12733,1147,100013,0,0,0,151000
72310242,1121,177777,0,15,12733,1147,100013,0,0,0,151000
72310243,1120,177777,0,15,12733,1147,100013,0,0,0,151000
72310244,1120,177777,0,15,12733,1147,0,0,0,100013,151000
72310245,1120,177777,0,15,12733,1147,0,0,0,100013,151000
72310246,1120,177777,0,15,12733,1147,0,0,0,100013,151000
72310247,1120,177777,0,15,12733,1147,1,0,0,26,151000
72310248,1120,177777,0,15,12733,1147,1,0,0,26,151000
72310249,1120,177777,0,15,12733,1147,1,0,0,26,151000
72310250,1120,177777,0,15,12733,1147,2,0,0,54,151000
72310251,1120,177777,0,15,12733,1147,2,0,0,54,151000
72310252,1120,177777,0,15,12733,1147,2,0,0,54,151000
72310253,1120,177777,0,15,12733,1147,4,0,0,130,151000
72310254,1120,177777,0,15,12733,1147,4,0,0,130,151000
72310255,1120,177777,0,15,12733,1147,4,0,0,130,151000
72310256,1120,177777,0,15,12733,1147,10,0,0,260,151000
72310257,1120,177777,0,15,12733,1147,10,0,0,260,151000
72310258,1120,177777,0,15,12733,1147,10,0,0,260,151000
72310259,1120,177777,0,15,12733,1147,20,0,0,540,151000
72310260,1120,177777,0,15,12733,1147,20,0,0,540,151000
72310261,1120,177777,0,15,12733,1147,20,0,0,540,151000
72310262,1120,177777,0,15,12733,1147,40,0,0,1300,151000
72310263,1120,177777,0,15,12733,1147,40,0,0,1300,151000
72310264,1120,177777,0,15,12733,1147,40,0,0,1300,151000
72310265,1120,177777,0,15,12733,1147,100,0,0,2600,151000
72310266,1120,177777,0,15,12733,1147,100,0,0,2600,151000
72310267,1120,177777,0,15,12733,1147,100,0,0,2600,151000
72310268,1120,177777,0,15,12733,1147,200,0,0,5400,151000
72310269,1120,177777,0,15,12733,1147,200,0,0,5400,151000
72310270,1120,177777,0,15,12733,1147,200,0,0,5400,151000
72310271,1120,177777,0,15,12733,1147,400,0,0,13000,151000
72310272,1120,177777,0,15,12733,1147,400,0,0,13000,151000
72310273,1120,177777,0,15,12733,1147,400,0,0,13000,151000
72310274,1120,177777,0,15,12733,1147,1000,0,0,26000,151000
72310275,1120,177777,0,15,12733,1147,1000,0,0,26000,151000
72310276,1120,177777,0,15,12733,1147,1000,0,0,26000,151000
72310277,1120,177777,0,15,12733,1147,2000,0,0,54000,151000
72310278,1120,177777,0,15,12733,1147,2000,0,0,54000,151000
72310279,1120,177777,0,15,12733,1147,2000,0,0,54000,151000
72310280,1120,177777,0,15,12733,1147,4000,0,0,130000,151000
72310281,1120,177777,0,15,12733,1147,4000,0,0,130000,151000
72310282,1121,177777,0,15,12733,1147,4000,0,0,130000,151000
72310283,1121,177777,0,15,12733,1147,10001,0,0,60000,151000
72310284,1122,177777,0,15,12733,1147,10001,0,0,60000,151000
72310285,1133,177777,0,15,12733,1147,10001,0,0,60000,151000
72310286,1133,177777,0,15,12733,1147,0,0,0,140000,151000
72310287,1133,177777,0,15,12733,1147,0,0,0,140000,151000
72310288,1134,177777,0,15,12733,1147,0,0,0,140000,151000
72310289,1134,177777,0,15,12733,1147,0,0,0,0,151000
72310290,1135,177777,0,15,12733,1147,0,0,0,0,151000
72310291,1140,177777,0,15,12733,1147,0,0,0,0,151000
72310292,1140,177777,0,15,12733,1147,0,0,0,0,151000
72310293,1140,177777,0,15,12733,1147,0,0,0,0,151000
72310294,1141,177777,0,15,12733,1147,0,0,0,0,151000
72310295,1141,177777,0,15,12733,1147,20000,0,0,0,151000
72310296,1142,177777,0,15,12733,1147,20000,0,0,0,151000
72310297,1142,177777,0,15,12733,1147,20000,0,0,0,151000
72310298,1142,177777,0,15,12733,1147,1,0,0,20000,151000
72310299,1143,177777,0,15,12733,1147,1,0,0,20000,151000
72310300,1143,177777,0,15,12733,1147,1,0,0,20000,151000
72310301,1143,177777,0,15,12733,1147,140000,0,0,20000,151000
72310302,1144,177777,0,15,12733,1147,140000,0,0,20000,151000
72310303,1144,177777,0,15,12733,1147,140000,0,0,20000,151000
72310304,1144,177777,0,15,12733,1147,1,0,0,20000,151000
72310305,1145,177777,0,15,12733,1147,1,0,0,20000,151000
72310306,1145,177777,0,15,12733,1147,1,0,0,20000,151000
72310307,1145,177777,0,15,12733,1147,150,0,0,1,151000
72310308,1146,177777,0,15,12733,1147,150,0,0,1,151000
72310309,1146,177777,0,15,12733,1147,150,0,0,1,151000
72310310,1146,177777,0,15,12733,1147,150,0,0,1,151000
72310311,1147,177777,0,15,12733,1147,150,0,0,1,151000
72310312,1147,177777,0,15,12733,1147,150,0,0,1,151000
72310313,1147,177777,0,15,12733,1147,20001,0,0,1,151000
72310314,1150,177777,0,15,12733,1147,20001,0,0,1,151000
72310315,1150,177777,0,15,12733,1147,20001,0,0,1,151000
72310316,1150,177777,0,15,12733,1147,7,0,0,1,151000
72310317,1151,177777,0,15,12733,1147,7,0,0,1,151000
72310318,1151,177777,0,15,12733,1147,7,0,0,1,151000
72310319,1151,177777,0,15,12733,1147,116400,0,0,1,151000
72310320,1152,177777,0,15,12733,1147,116400,0,0,1,151000
72310321,1151,177777,0,15,12733,1147,116400,0,0,1,151000
72310322,1151,177777,0,15,12733,1147,15,0,0,1,151000
72310323,1151,177777,0,15,12733,1147,15,0,0,1,151000
72310324,1151,177777,0,15,12733,1147,15,0,0,1,151000
72310325,1151,177777,0,15,12733,1147,15,0,0,15,151000
72310326,1151,177777,0,15,12733,1147,15,0,0,15,151000
72310327,1151,177777,0,15,12733,1147,15,0,0,15,151000
72310328,1151,177777,0,15,12733,1147,0,0,0,15,151000
72310329,1151,177777,0,15,12733,1147,0,0,0,15,151000
72310330,1151,177777,0,15,12733,1147,0,0,0,15,151000
72310331,1151,177777,0,15,12733,1147,177777,0,0,0,151000
72310332,1151,177777,0,15,12733,1147,177777,0,0,0,151000
72310333,1151,177777,0,15,12733,1147,177777,0,0,0,151000
72310334,1151,177777,0,15,12733,1147,2454,0,0,177777,151000
72310335,1151,177777,0,15,12733,1147,2454,0,0,177777,151000
72310336,1151,177777,0,15,12733,1147,2454,0,0,177777,151000
72310337,1151,177777,0,15,12733,1147,1147,0,0,2454,151000
72310338,1151,177777,0,15,12733,1147,1147,0,0,2454,151000
72310339,1151,177777,0,15,12733,1147,1147,0,0,2454,151000
72310340,1151,177777,0,15,12733,1147,2407,0,0,1147,151000
72310341,1151,177777,0,15,12733,1147,2407,0,0,1147,151000
72310342,1151,177777,0,15,12733,1147,2407,0,0,1147,151000
72310343,1151,177777,0,15,12733,1147,12733,0,0,2407,151000
72310344,1151,177777,0,15,12733,1147,12733,0,0,2407,151000
72310345,1152,177777,0,15,12733,1147,12733,0,0,2407,151000
72310346,1152,177777,0,15,12733,1147,116400,0,0,12733,151000
72310347,1153,177777,0,15,12733,1147,116400,0,0,12733,151000
72310348,1153,177777,0,15,12733,1147,116400,0,0,12733,151000
72310349,1153,177777,0,15,12733,1147,170000,0,0,116400,151000
72310350,1154,177777,0,15,12733,1147,170000,0,0,116400,151000
72310351,1154,177777,0,15,12733,1147,170000,0,0,116400,151000
72310352,1154,177777,0,15,12733,1147,110000,0,0,116400,151000
72310353,1155,177777,0,15,12733,1147,110000,0,0,116400,151000
72310354,1155,177777,0,15,12733,1147,110000,0,0,116400,151000
72310355,1155,177777,0,15,12733,1147,7,0,0,116400,151000
72310356,1156,177777,0,15,12733,1147,7,0,0,116400,151000
72310357,1156,177777,0,15,12733,1147,7,0,0,116400,151000
72310358,1156,177777,0,15,12733,1147,20001,0,0,116400,151000
72310359,1157,177777,0,15,12733,1147,20001,0,0,116400,151000
72310360,1156,177777,0,15,12733,1147,20001,0,0,116400,151000
72310361,1156,177777,0,15,12733,1147,7523,0,0,116400,151000
72310362,1156,177777,0,15,12733,1147,7523,0,0,116400,151000
72310363,1156,177777,0,15,12733,1147,7523,0,0,116400,151000
72310364,1156,177777,0,7523,12733,1147,7523,0,0,116400,151000
72310365,1156,177777,0,7523,12733,1147,7523,0,0,116400,151000
72310366,1156,177777,0,7523,12733,1147,7523,0,0,116400,151000
72310367,1156,177777,0,7523,12733,1147,300,0,0,116400,151000
72310368,1156,177777,0,7523,12733,1147,300,0,0,116400,151000
72310369,1156,177777,0,7523,12733,1147,300,0,0,116400,151000
72310370,1156,177777,300,7523,12733,1147,7523,0,0,116400,151000
72310371,1156,177777,300,7523,12733,1147,7523,0,0,116400,151000
72310372,1156,177777,300,7523,12733,1147,7523,0,0,116400,151000
72310373,1156,7523,300,7523,12733,1147,55672,0,0,116400,151000
72310374,1156,7523,300,7523,12733,1147,55672,0,0,116400,151000
72310375,1156,7523,300,7523,12733,1147,55672,0,0,116400,151000
72310376,1156,7523,300,7523,12733,1147,7672,0,0,116400,151000
72310377,1156,7523,300,7523,12733,1147,7672,0,0,116400,151000
72310378,1156,7523,300,7523,12733,1147,7672,0,0,116400,151000
72310379,1156,7523,300,7523,12733,7672,3000,0,0,116400,151000
72310380,1156,7523,300,7523,12733,7672,3000,0,0,116400,151000
72310381,1156,7523,300,7523,12733,7672,3000,0,0,116400,151000
72310382,1156,7523,300,7523,12733,7672,55672,0,0,116400,151000
72310383,1156,7523,300,7523,12733,7672,55672,0,0,116400,151000
72310384,1157,7523,300,7523,12733,7672,55672,0,0,116400,151000
72310385,1157,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310386,1160,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310387,1160,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310388,1160,7523,300,7523,55672,7672,0,0,0,116400,151000
72310389,1161,7523,300,7523,55672,7672,0,0,0,116400,151000
72310390,1076,7523,300,7523,55672,7672,0,0,0,116400,151000
72310391,1076,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310392,1076,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310393,0,7523,300,7523,55672,7672,110244,0,0,116400,151000
72310394,0,7523,300,7523,55672,7672,0,0,0,116400,151000
72310395,0,7523,300,7523,55672,7672,0,0,0,116400,151000
72310396,2001,7523,300,7523,55672,7672,0,0,0,116400,151000
72310397,17000,7523,300,7523,55672,7672,0,0,0,116400,151000
72310398,17000,7523,300,7523,55672,7672,0,0,0,116400,151000
72310399,0,7523,300,7523,55672,7672,0,3000,0,116400,151000
72310400,6000,7523,300,7523,55672,7672,0,3000,0,116400,151000
72310401,6000,7523,300,7523,55672,7672,0,0,0,116400,151000
72310402,6000,7523,300,7523,55672,7672,0,0,0,116400,151000
72310403,6000,7523,300,7523,55672,7672,0,0,0,116400,151000
72310404,6560,7523,300,7523,55672,7672,56001,0,56001,116400,151000
72310405,6560,7523,300,7523,55672,7672,56001,0,56001,116400,151000
72310406,6560,7523,300,7523,55672,7672,56001,0,56001,116400,151000
72310407,6560,7523,300,7523,55672,7672,56001,0,56001,116400,151000
72310408,6560,7523,300,7523,55672,7672,56001,0,0,116400,151000
72310409,6560,7523,300,7523,55672,7672,56001,0,0,116400,151000
72310410,6560,7523,300,7523,55672,7672,56001,0,0,116400,151000
72310411,174,7523,300,7523,55672,7672,56001,0,0,116400,56001
72310412,174,7523,300,7523,55672,7672,0,0,0,116400,56001
72310413,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310414,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310415,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310416,0,7523,300,7523,55672,7672,0,7524,0,116400,56001
72310417,0,7523,300,7523,55672,7672,0,7524,0,116400,56001
72310418,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310419,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310420,0,7523,300,7523,55672,7672,0,0,0,116400,56001
72310421,0,7523,300,7523,55672,7672,7504,0,7504,116400,56001
72310422,0,7523,300,7523,55672,7672,7504,0,7504,116400,56001
72310423,0,7523,300,7523,55672,7672,7504,0,7504,116400,56001
72310424,0,7523,300,7523,55672,7672,7504,0,7504,116400,56001
72310425,0,7523,300,7523,55672,7672,7504,0,0,116400,56001
72310426,0,7523,300,7523,55672,7672,7504,0,0,116400,56001
72310427,0,7523,300,7523,55672,7672,7504,0,0,116400,56001
72310428,0,7523,300,7523,55672,7672,7504,0,0,116400,7504
72310429,0,7523,300,7523,55672,7672,0,0,0,116400,7504
72310430,2001,7523,300,7523,55672,7672,0,0,0,116400,7504
72310431,17001,7523,300,7523,55672,7672,0,0,0,116400,7504
72310432,17001,7523,300,7523,55672,7672,0,0,0,116400,7504
72310433,0,7523,300,7523,55672,7672,0,3001,0,116400,7504
72310434,6000,7523,300,7523,55672,7672,0,3001,0,116400,7504
72310435,6000,7523,300,7523,55672,7672,0,0,0,116400,7504
72310436,6000,7523,300,7523,55672,7672,0,0,0,116400,7504
72310437,6000,7523,300,7523,55672,7672,0,0,0,116400,7504
72310438,6520,7523,300,7523,55672,7672,52000,0,52000,116400,7504
72310439,6520,7523,300,7523,55672,7672,52000,0,52000,116400,7504
72310440,6520,7523,300,7523,55672,7672,52000,0,52000,116400,7504
72310441,6520,7523,300,7523,55672,7672,52000,0,52000,116400,7504
72310442,6520,7523,300,7523,55672,7672,52000,0,0,116400,7504
72310443,6520,7523,300,7523,55672,7672,52000,0,0,116400,7504
72310444,6520,7523,300,7523,55672,7672,52000,0,0,116400,7504
72310445,172,7523,300,7504,55672,7672,52000,0,0,116400,52000
72310446,172,7523,300,7504,55672,7672,0,0,0,116400,52000
72310447,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310448,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310449,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310450,0,7523,300,7504,55672,7672,0,7504,0,116400,52000
72310451,0,7523,300,7504,55672,7672,0,7504,0,116400,52000
72310452,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310453,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310454,0,7523,300,7504,55672,7672,0,0,0,116400,52000
72310455,0,7523,300,7504,55672,7672,40,0,40,116400,52000
72310456,0,7523,300,7504,55672,7672,40,0,40,116400,52000
72310457,0,7523,300,7504,55672,7672,40,0,40,116400,52000
72310458,0,7523,300,7504,55672,7672,40,0,40,116400,52000
72310459,0,7523,300,7504,55672,7672,40,0,0,116400,52000
72310460,0,7523,300,7504,55672,7672,40,0,0,116400,52000
72310461,0,7523,300,7504,55672,7672,40,0,0,116400,52000
72310462,0,7523,300,7504,55672,7672,40,0,0,116400,40
72310463,0,7523,300,7504,55672,7672,0,0,0,116400,40
72310464,2001,7523,300,7504,55672,7672,0,0,0,116400,40
72310465,17002,7523,300,7504,55672,7672,0,0,0,116400,40
72310466,17002,7523,300,7504,55672,7672,0,0,0,116400,40
72310467,0,7523,300,7504,55672,7672,0,3002,0,116400,40
72310468,6000,7523,300,7504,55672,7672,0,3002,0,116400,40
72310469,6000,7523,300,7504,55672,7672,0,0,0,116400,40
72310470,6000,7523,300,7504,55672,7672,0,0,0,116400,40
72310471,6000,7523,300,7504,55672,7672,0,0,0,116400,40
72310472,6100,7523,300,7504,55672,7672,10073,0,10073,116400,40
72310473,6100,7523,300,7504,55672,7672,10073,0,10073,116400,40
72310474,6100,7523,300,7504,55672,7672,10073,0,10073,116400,40
72310475,6100,7523,300,7504,55672,7672,10073,0,10073,116400,40
72310476,6100,7523,300,7504,55672,7672,10073,0,0,116400,40
72310477,6100,7523,300,7504,55672,7672,10073,0,0,116400,40
72310478,6100,7523,300,7504,55672,7672,10073,0,0,116400,40
72310479,145,7523,40,7504,55672,7672,10073,0,0,116400,10073
72310480,145,7523,40,7504,55672,7672,40,0,0,116400,10073
72310481,0,7523,40,7504,55672,7672,40,0,0,116400,10073
72310482,0,7523,40,7504,55672,7672,40,0,0,116400,10073
72310483,0,7523,40,7504,55672,7672,40,0,0,116400,10073
72310484,0,7523,40,7504,55672,7672,40,3075,0,116400,10073
# MARK rd3075 tick=72310484
72310485,0,7523,40,7504,55672,7672,40,3075,0,116400,10073
72310486,0,7523,40,7504,55672,7672,40,0,0,116400,10073
72310487,0,7523,40,7504,55672,7672,40,40,0,116400,10073
72310488,0,7523,40,7504,55672,7672,0,40,0,116400,40
72310489,0,7523,40,7504,55672,7672,0,40,0,116400,40
72310490,2001,7523,40,7504,55672,7672,0,40,0,116400,40
72310491,17003,7523,40,7504,55672,7672,0,40,0,116400,40
72310492,17003,7523,40,7504,55672,7672,0,40,0,116400,40
72311015,7341,0,306,7504,55672,7672,134112,0,134112,10244,170423
72311016,7341,0,306,7504,55672,7672,134112,0,134112,10244,170423
72311017,7341,0,306,7504,55672,7672,134112,0,134112,10244,170423
72311018,7341,0,306,7504,55672,7672,134112,0,134112,10244,170423
72311019,7341,0,306,7504,55672,7672,134112,0,0,10244,170423
72311020,7341,0,306,7504,55672,7672,134112,0,0,10244,170423
72311021,7341,0,306,7504,55672,7672,134112,0,0,10244,170423
72311022,0,23,306,7504,55672,7672,134112,0,0,10244,134112
72311023,0,23,306,7504,55672,7672,0,0,0,10244,134112
72311024,2001,23,306,7504,55672,7672,0,0,0,10244,134112
72311025,17135,23,306,7504,55672,7672,0,0,0,10244,134112
72311026,17135,23,306,7504,55672,7672,0,0,0,10244,134112
72311027,0,23,306,7504,55672,7672,0,3135,0,10244,134112
72311028,6000,23,306,7504,55672,7672,0,3135,0,10244,134112
72311029,6000,23,306,7504,55672,7672,0,0,0,10244,134112
72311030,6000,23,306,7504,55672,7672,0,0,0,10244,134112
72311031,6000,23,306,7504,55672,7672,0,0,0,10244,134112
72311032,6040,23,306,7504,55672,7672,4032,0,4032,10244,134112
72311033,6040,23,306,7504,55672,7672,4032,0,4032,10244,134112
72311034,6040,23,306,7504,55672,7672,4032,0,4032,10244,134112
72311035,6040,23,306,7504,55672,7672,4032,0,4032,10244,134112
72311036,6040,23,306,7504,55672,7672,4032,0,0,10244,134112
72311037,6040,23,306,7504,55672,7672,4032,0,0,10244,134112
72311038,6040,23,306,7504,55672,7672,4032,0,0,10244,134112
72311039,145,23,306,7504,55672,7672,4033,0,0,10244,4032
72311040,145,23,306,7504,55672,7672,23,0,0,10244,4032
72311041,0,23,306,7504,55672,7672,23,0,0,10244,4032
72311042,0,23,306,7504,55672,7672,23,0,0,10244,4032
72311043,0,23,306,7504,55672,7672,23,0,0,10244,4032
72311044,0,23,306,7504,55672,7672,23,3167,0,10244,4032
72311045,0,23,306,7504,55672,7672,23,3167,0,10244,4032
72311046,0,23,306,7504,55672,7672,23,0,0,10244,4032
72311047,0,23,306,7504,55672,7672,23,23,0,10244,4032
72311048,0,23,306,7504,55672,7672,0,23,0,10244,4032
72311049,0,23,306,7504,55672,7672,0,23,0,10244,4032
72311050,2001,23,306,7504,55672,7672,0,23,0,10244,4032
72311051,17136,23,306,7504,55672,7672,0,23,0,10244,4032
72311052,17136,23,306,7504,55672,7672,0,23,0,10244,4032
72311053,0,23,306,7504,55672,7672,0,23,0,10244,4032
72311054,0,23,306,7504,55672,7672,0,0,0,10244,4032
72311055,0,23,306,7504,55672,7672,0,3136,0,10244,4032
72311056,6000,23,306,7504,55672,7672,0,3136,0,10244,4032
72311057,6000,23,306,7504,55672,7672,0,0,0,10244,4032
