tick,CSA,AREG,TREG,RX,CD16,FIDBO,MEMRD_ADDR,MEMRD_DATA,QREG,DBR,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_sw_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_arg_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_csidbs4_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_f_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_g_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_d_15_0,ND120_TOP.CORE.CPU_BOARD.CPU.PROC.CGA.DELILAH.ALU.s_a_15_0
71661984,266,0,302,7504,10,10,0,0,177777,74030,177777,350,0,10,177767,10,7672
71661985,266,0,302,7504,10,10,0,0,177777,74030,177777,350,0,10,177767,10,7672
71661986,266,0,302,7504,10243,10243,0,0,177777,74030,4000,325,0,10243,167534,0,10244
71661987,267,0,302,7504,10243,10243,0,0,177777,74030,4000,325,0,10243,167534,0,10244
71661988,0,0,302,7504,10243,10243,0,0,177777,74030,4000,325,0,10243,167534,0,10244
71661989,0,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661990,0,0,302,7504,0,0,0,0,177777,74030,121420,0,4,0,177777,0,10244
71661991,2001,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661992,17110,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661993,17110,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661994,0,0,302,7504,0,0,3110,0,177777,74030,121420,0,0,0,177777,0,10244
71661995,6000,0,302,7504,0,0,3110,0,177777,74030,121420,0,0,0,177777,0,10244
71661996,6000,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661997,6000,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661998,6000,0,302,7504,0,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71661999,7461,0,302,7504,146142,0,0,146142,177777,74030,121420,0,0,0,177777,0,10244
71662000,7461,0,302,7504,146142,0,0,146142,177777,74030,121420,0,0,0,177777,0,10244
71662001,7461,0,302,7504,146142,0,0,146142,177777,74030,121420,0,0,0,177777,0,10244
71662002,7461,0,302,7504,146142,0,0,146142,177777,74030,121420,0,0,0,177777,0,10244
71662003,7461,0,302,7504,146142,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71662004,7461,0,302,7504,146142,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71662005,7461,0,302,7504,146142,0,0,0,177777,74030,121420,0,0,0,177777,0,10244
71662006,145,0,302,7504,146142,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662007,145,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662008,0,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662009,17111,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662010,17111,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662011,0,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662012,0,0,302,7504,0,3026,0,0,177777,146142,0,145,0,3026,174751,0,3026
71662013,0,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662014,0,0,302,7504,0,0,0,0,177777,0,13006,0,4,0,177777,0,0
71662015,2001,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662016,17026,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662017,17026,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662018,0,0,302,7504,0,0,3026,0,177777,0,13006,0,0,0,177777,0,0
71662019,6000,0,302,7504,0,0,3026,0,177777,0,13006,0,0,0,177777,0,0
71662020,6000,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662021,6000,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662022,6000,0,302,7504,0,0,0,0,177777,0,13006,0,0,0,177777,0,0
71662023,7240,0,302,7504,124010,0,0,124010,177777,0,13006,0,0,0,177777,0,0
71662024,7240,0,302,7504,124010,0,0,124010,177777,0,13006,0,34,0,177777,0,0
71662025,7240,0,302,7504,124010,0,0,124010,177777,0,13006,0,34,0,177777,0,0
71662026,7240,0,302,7504,124010,0,0,124010,177777,0,13006,0,34,0,177777,0,0
71662027,7240,0,302,7504,124010,0,0,0,177777,0,13006,0,34,0,177777,0,0
71662028,7240,0,302,7504,124010,0,0,0,177777,0,13006,0,34,0,177777,0,0
71662029,7240,0,302,7504,124010,0,0,0,177777,0,13006,0,34,0,177777,0,0
71662030,0,0,302,7504,124010,0,0,0,177777,124010,0,0,34,177777,177777,0,0
71662031,0,0,302,7504,0,0,0,0,177777,124010,0,0,4,177777,177777,0,0
71662032,2001,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662033,17036,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662034,17036,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662035,0,0,302,7504,0,0,3036,0,177777,124010,0,0,0,177777,177777,0,0
71662036,6000,0,302,7504,0,0,3036,0,177777,124010,0,0,0,177777,177777,0,0
71662037,6000,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662038,6000,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662039,6000,0,302,7504,0,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662040,7750,0,302,7504,175020,0,0,175020,177777,124010,0,0,0,177777,177777,0,0
71662041,7750,0,302,7504,175020,0,0,175020,177777,124010,0,0,0,177777,177777,0,0
71662042,7750,0,302,7504,175020,0,0,175020,177777,124010,0,0,0,177777,177777,0,0
71662043,7750,0,302,7504,175020,0,0,175020,177777,124010,0,0,0,177777,177777,0,0
71662044,7750,0,302,7504,175020,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662045,7750,0,302,7504,175020,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662046,7750,0,302,7504,175020,0,0,0,177777,124010,0,0,0,177777,177777,0,0
71662047,262,0,302,7504,177777,177777,0,0,177777,175020,0,262,0,177777,0,0,0
71662048,262,0,302,7504,177777,177777,0,0,177777,175020,0,262,6,177777,0,0,0
71662049,263,0,302,7504,177777,177777,0,0,177777,175020,0,262,6,177777,0,0,0
71662050,263,0,302,7504,10244,10244,0,0,177777,175020,177777,0,6,10244,167533,10244,0
71662051,264,0,302,7504,10244,10244,0,0,177777,175020,177777,0,0,10244,167533,10244,0
71662052,264,0,302,7504,10244,10244,0,0,177777,175020,177777,0,0,10244,167533,10244,0
71662053,264,0,302,7504,10244,10244,0,0,177777,175020,122020,0,0,10244,167533,0,10244
71662054,265,0,302,7504,10244,10244,0,0,177777,175020,122020,0,1,10244,167533,0,10244
71662055,265,0,302,7504,10244,10244,0,0,177777,175020,122020,0,1,10244,167533,0,10244
71662056,265,0,302,7504,4,4,0,0,10244,175020,122020,350,1,4,177773,4,3037
71662057,266,0,302,7504,4,4,0,0,10244,175020,122020,350,0,4,177773,4,3037
71662058,266,0,302,7504,4,4,0,0,10244,175020,122020,350,0,4,177773,4,3037
71662059,266,0,302,7504,20510,20510,0,0,10244,175020,2000,325,0,20510,157267,0,10244
71662060,267,0,302,7504,20510,20510,0,0,10244,175020,2000,325,0,20510,157267,0,10244
71662061,0,0,302,7504,20510,20510,0,0,10244,175020,2000,325,0,20510,157267,0,10244
71662062,0,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662063,0,0,302,7504,0,0,0,0,10244,175020,44041,0,4,0,177777,0,10244
71662064,2001,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662065,17037,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662066,17037,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662067,0,0,302,7504,0,0,3037,0,10244,175020,44041,0,0,0,177777,0,10244
71662068,6000,0,302,7504,0,0,3037,0,10244,175020,44041,0,0,0,177777,0,10244
71662069,6000,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662070,6000,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662071,6000,0,302,7504,0,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662072,7504,0,302,7504,150402,0,0,150402,10244,175020,44041,0,0,0,177777,0,10244
71662073,7504,0,302,7504,150402,0,0,150402,10244,175020,44041,0,0,0,177777,0,10244
71662074,7504,0,302,7504,150402,0,0,150402,10244,175020,44041,0,0,0,177777,0,10244
71662075,7504,0,302,7504,150402,0,0,150402,10244,175020,44041,0,0,0,177777,0,10244
71662076,7504,0,302,7504,150402,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662077,7504,0,302,7504,150402,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662078,7504,0,302,7504,150402,0,0,0,10244,175020,44041,0,0,0,177777,0,10244
71662079,657,0,302,7504,150646,10244,0,0,10244,150402,0,657,0,10244,167533,0,0
71662080,657,0,302,7504,10244,10244,0,0,10244,150402,0,657,0,10244,167533,0,0
71662081,326,0,302,7504,10244,10244,0,0,10244,150402,0,657,0,10244,167533,0,0
71662082,326,0,302,7504,10244,10244,0,0,10244,10244,122020,326,0,10244,167533,0,0
71662083,326,0,302,7504,10244,10244,0,0,10244,10244,122020,326,0,10244,167533,0,0
71662084,327,0,302,7504,10244,10244,0,0,10244,10244,122020,326,0,10244,167533,0,0
71662085,327,0,302,7504,10244,10244,0,0,10244,10244,122020,64,0,10244,167533,0,0
71662086,330,0,302,7504,10244,10244,0,0,10244,10244,122020,64,0,10244,167533,0,0
71662087,660,0,302,7504,10244,10244,0,0,10244,10244,122020,64,0,10244,167533,0,0
71662088,660,0,302,7504,10244,10244,0,0,10244,10244,122020,217,0,10244,167533,0,0
71662089,660,0,302,7504,10244,10244,0,0,10244,10244,122020,217,6,10244,167533,0,0
71662090,3642,0,302,7504,10244,10244,0,0,10244,10244,122020,217,6,10244,167533,0,0
71662091,3642,0,302,7504,10244,10244,0,0,10244,10244,122020,3640,6,10244,167533,10244,0
71662092,3642,0,302,7504,10244,10244,0,0,10244,10244,122020,3640,1,10244,167533,10244,0
71662093,663,0,302,7504,10244,10244,0,0,10244,10244,122020,3640,1,10244,167533,10244,0
71662094,663,0,302,7504,100000,100000,0,0,10244,10244,122020,170663,1,110244,77777,100000,20001
71662095,663,0,302,7504,100000,100000,0,0,10244,10244,122020,170663,0,110244,77777,100000,20001
71662096,664,0,302,7504,100000,100000,0,0,10244,10244,122020,170663,0,110244,77777,100000,20001
71662097,664,0,302,7504,110244,110244,0,0,110244,10244,200,0,0,110244,67533,0,0
71662098,665,0,302,7504,110244,110244,0,0,110244,10244,200,0,0,110244,67533,0,0
71662099,665,0,302,7504,110244,110244,0,0,110244,10244,200,0,0,110244,67533,0,0
71662100,665,0,302,7504,110244,110244,0,0,110244,10244,122220,0,0,110244,67533,0,0
71662101,666,0,302,7504,110244,110244,0,0,110244,10244,122220,0,0,110244,67533,0,0
71662102,1112,0,302,7504,110244,110244,0,0,110244,10244,122220,0,0,110244,67533,0,0
71662103,1112,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662104,1112,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662105,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662106,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662107,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662108,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662109,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662110,1113,0,302,7504,130245,130245,0,0,110244,10244,122220,171112,0,130245,47532,0,20001
71662111,1113,0,302,7504,110244,110244,0,0,110244,10244,122660,0,0,110244,67533,0,0
71662112,1114,0,302,7504,110244,110244,0,0,110244,10244,122660,0,10,110244,67533,0,0
71662113,1114,0,302,7504,110244,110244,0,0,110244,10244,122660,0,10,110244,67533,0,0
71662114,1114,0,302,7504,10,10,0,0,110244,10244,122220,110050,10,110546,177767,10,302
71662115,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662116,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662117,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662118,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662119,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662120,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662121,1115,0,302,7504,10,10,0,0,110244,10244,122220,110050,5,110546,177767,10,302
71662122,1115,0,302,7504,0,0,0,0,110244,10244,4000,170000,5,0,177777,0,20001
71662123,1116,0,302,7504,0,0,0,0,110244,10244,4000,170000,6,0,177777,0,20001
71662124,1116,0,302,7504,0,0,0,0,110244,10244,4000,170000,6,0,177777,0,20001
71662125,1116,0,302,7504,110244,110244,0,0,0,10244,0,324,6,110244,67533,110244,0
71662126,666,0,302,7504,110244,110244,0,0,0,10244,0,324,5,110244,67533,110244,0
71662127,1117,0,302,7504,110244,110244,0,0,0,10244,0,324,5,110244,67533,110244,0
71662128,1117,0,302,7504,60001,60001,0,0,0,10244,122220,170300,5,0,117776,60001,20001
71662129,1120,0,302,7504,60001,60001,0,0,0,10244,122220,170300,4,0,117776,60001,20001
71662130,1120,0,302,7504,60001,60001,0,0,0,10244,122220,170300,4,0,117776,60001,20001
71662131,1120,0,302,7504,100013,100013,0,0,0,10244,540,100013,4,100013,77764,100013,77770
71662132,1121,0,302,7504,100013,100013,0,0,0,10244,540,100013,0,100013,77764,100013,77770
71662133,1120,0,302,7504,100013,100013,0,0,0,10244,540,100013,0,100013,77764,100013,77770
71662134,1120,0,302,7504,0,0,0,0,100013,10244,5600,0,0,0,177777,0,0
71662135,1120,0,302,7504,0,0,0,0,100013,10244,5600,0,0,0,177777,0,0
71662136,1120,0,302,7504,0,0,0,0,100013,10244,5600,0,0,0,177777,0,0
71662137,1120,0,302,7504,1,1,0,0,26,10244,0,0,0,1,177776,0,0
71662138,1120,0,302,7504,1,1,0,0,26,10244,0,0,0,1,177776,0,0
71662139,1120,0,302,7504,1,1,0,0,26,10244,0,0,0,1,177776,0,0
71662140,1120,0,302,7504,2,2,0,0,54,10244,400,0,0,2,177775,0,0
71662141,1120,0,302,7504,2,2,0,0,54,10244,400,0,0,2,177775,0,0
71662142,1120,0,302,7504,2,2,0,0,54,10244,400,0,0,2,177775,0,0
71662143,1120,0,302,7504,4,4,0,0,130,10244,1000,0,0,4,177773,0,0
71662144,1120,0,302,7504,4,4,0,0,130,10244,1000,0,0,4,177773,0,0
71662145,1120,0,302,7504,4,4,0,0,130,10244,1000,0,0,4,177773,0,0
71662146,1120,0,302,7504,10,10,0,0,260,10244,2000,0,0,10,177767,0,0
71662147,1120,0,302,7504,10,10,0,0,260,10244,2000,0,0,10,177767,0,0
71662148,1120,0,302,7504,10,10,0,0,260,10244,2000,0,0,10,177767,0,0
71662149,1120,0,302,7504,20,20,0,0,540,10244,4000,0,0,20,177757,0,0
71662150,1120,0,302,7504,20,20,0,0,540,10244,4000,0,0,20,177757,0,0
71662151,1120,0,302,7504,20,20,0,0,540,10244,4000,0,0,20,177757,0,0
71662152,1120,0,302,7504,40,40,0,0,1300,10244,10000,0,0,40,177737,0,0
71662153,1120,0,302,7504,40,40,0,0,1300,10244,10000,0,0,40,177737,0,0
71662154,1120,0,302,7504,40,40,0,0,1300,10244,10000,0,0,40,177737,0,0
71662155,1120,0,302,7504,100,100,0,0,2600,10244,20000,0,0,100,177677,0,0
71662156,1120,0,302,7504,100,100,0,0,2600,10244,20000,0,0,100,177677,0,0
71662157,1120,0,302,7504,100,100,0,0,2600,10244,20000,0,0,100,177677,0,0
71662158,1120,0,302,7504,200,200,0,0,5400,10244,40000,0,0,200,177577,0,0
71662159,1120,0,302,7504,200,200,0,0,5400,10244,40000,0,0,200,177577,0,0
71662160,1120,0,302,7504,200,200,0,0,5400,10244,40000,0,0,200,177577,0,0
71662161,1120,0,302,7504,400,400,0,0,13000,10244,100000,0,0,400,177377,0,0
71662162,1120,0,302,7504,400,400,0,0,13000,10244,100000,0,0,400,177377,0,0
71662163,1120,0,302,7504,400,400,0,0,13000,10244,100000,0,0,400,177377,0,0
71662164,1120,0,302,7504,1000,1000,0,0,26000,10244,1,0,0,1000,176777,0,0
71662165,1120,0,302,7504,1000,1000,0,0,26000,10244,1,0,0,1000,176777,0,0
71662166,1120,0,302,7504,1000,1000,0,0,26000,10244,1,0,0,1000,176777,0,0
71662167,1120,0,302,7504,2000,2000,0,0,54000,10244,2,0,0,2000,175777,0,0
71662168,1120,0,302,7504,2000,2000,0,0,54000,10244,2,0,0,2000,175777,0,0
71662169,1120,0,302,7504,2000,2000,0,0,54000,10244,2,0,0,2000,175777,0,0
71662170,1120,0,302,7504,4000,4000,0,0,130000,10244,4,0,0,4000,173777,0,0
71662171,1120,0,302,7504,4000,4000,0,0,130000,10244,4,0,0,4000,173777,0,0
71662172,1121,0,302,7504,4000,4000,0,0,130000,10244,4,0,0,4000,173777,0,0
71662173,1121,0,302,7504,10001,10001,0,0,60000,10244,10,0,0,10001,167776,0,0
71662174,1122,0,302,7504,10001,10001,0,0,60000,10244,10,0,10,10001,167776,0,0
71662175,1133,0,302,7504,10001,10001,0,0,60000,10244,10,0,10,10001,167776,0,0
71662176,1133,0,302,7504,0,0,0,0,140000,10244,420,1133,10,0,177777,0,0
71662177,1133,0,302,7504,0,0,0,0,140000,10244,420,1133,0,0,177777,0,0
71662178,1134,0,302,7504,0,0,0,0,140000,10244,420,1133,0,0,177777,0,0
71662179,1134,0,302,7504,0,0,0,0,0,10244,0,350,0,0,177777,0,0
71662180,1135,0,302,7504,0,0,0,0,0,10244,0,350,11,0,177777,0,0
71662181,1140,0,302,7504,0,0,0,0,0,10244,0,350,11,0,177777,0,0
71662182,1140,0,302,7504,0,0,0,0,0,10244,0,1140,11,0,177777,0,0
71662183,1140,0,302,7504,0,0,0,0,0,10244,0,1140,1,0,177777,0,0
71662184,1141,0,302,7504,0,0,0,0,0,10244,0,1140,1,0,177777,0,0
71662185,1141,0,302,7504,1,1,0,0,0,10244,0,0,1,1,177776,1,0
71662186,1142,0,302,7504,1,1,0,0,0,10244,0,0,1,1,177776,1,0
71662187,1142,0,302,7504,1,1,0,0,0,10244,0,0,1,1,177776,1,0
71662188,1142,0,302,7504,1,1,0,0,1,10244,400,344,1,1,177776,1,0
