tick,UART_DIN,UART_CE_n,UART_WR,UART_ADDR,MEMRD_ADDR,MEMRD_DATA,CD16,DBR,QREG,RA,RT,RD,RB,RX,CSA_12_0
71924572,350,1,1,3,0,0,0,170750,7672,7523,40,55672,7672,7504,17005
71924573,350,1,1,3,3005,0,0,170750,7672,7523,40,55672,7672,7504,0
71924574,350,1,1,3,3005,0,0,170750,7672,7523,40,55672,7672,7504,6000
71924575,350,1,1,3,0,0,0,170750,7672,7523,40,55672,7672,7504,6000
71924576,350,1,1,3,0,0,0,170750,7672,7523,40,55672,7672,7504,6000
71924577,350,1,1,3,0,0,0,170750,7672,7523,40,55672,7672,7504,6000
71924578,350,1,1,3,0,4072,4072,170750,7672,7523,40,55672,7672,7504,6040
71924579,350,1,1,3,0,4072,4072,170750,7672,7523,40,55672,7672,7504,6040
71924580,350,1,1,3,0,4072,4072,170750,7672,7523,40,55672,7672,7504,6040
71924581,350,1,1,3,0,4072,4072,170750,7672,7523,40,55672,7672,7504,6040
71924582,350,1,1,3,0,0,4072,170750,7672,7523,40,55672,7672,7504,6040
71924583,350,1,1,3,0,0,4072,170750,7672,7523,40,55672,7672,7504,6040
71924584,350,1,1,3,0,0,4072,170750,7672,7523,40,55672,7672,7504,6040
71924585,350,1,1,0,0,0,177772,4072,7672,177750,40,55672,7672,7504,145
71924586,350,1,1,0,0,0,177750,4072,7672,177750,40,55672,7672,7504,145
71924587,350,1,1,0,0,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924588,350,1,1,0,0,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924589,350,1,1,0,0,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924590,350,1,1,0,3077,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924591,350,1,1,0,3077,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924592,350,1,1,0,0,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924593,350,1,1,0,177750,0,177750,4072,7672,177750,40,55672,7672,7504,0
71924594,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,0
71924595,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,0
71924596,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,2001
71924597,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,17006
71924598,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,17006
71924599,0,1,1,3,177750,0,0,177750,7672,177750,40,55672,7672,7504,0
71924600,0,1,1,3,0,0,0,177750,7672,177750,40,55672,7672,7504,0
71924601,0,1,1,3,3006,0,0,177750,7672,177750,40,55672,7672,7504,0
71924602,0,1,1,3,3006,0,0,177750,7672,177750,40,55672,7672,7504,6000
71924603,0,1,1,3,0,0,0,177750,7672,177750,40,55672,7672,7504,6000
71924604,0,1,1,3,0,0,0,177750,7672,177750,40,55672,7672,7504,6000
71924605,0,1,1,3,0,0,0,177750,7672,177750,40,55672,7672,7504,6000
71924606,0,1,1,3,0,50066,50066,177750,7672,177750,40,55672,7672,7504,6500
71924607,0,1,1,3,0,50066,50066,177750,7672,177750,40,55672,7672,7504,6500
71924608,0,1,1,3,0,50066,50066,177750,7672,177750,40,55672,7672,7504,6500
71924609,0,1,1,3,0,50066,50066,177750,7672,177750,40,55672,7672,7504,6500
71924610,0,1,1,3,0,0,50066,177750,7672,177750,40,55672,7672,7504,6500
71924611,0,1,1,3,0,0,50066,177750,7672,177750,40,55672,7672,7504,6500
71924612,0,1,1,3,0,0,50066,177750,7672,177750,40,55672,7672,7504,6500
71924613,272,1,1,0,0,0,50066,50066,7672,177750,40,55672,7672,7504,172
71924614,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,172
71924615,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924616,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924617,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924618,272,1,1,0,3074,0,0,50066,7672,177750,40,55672,7672,7504,0
71924619,272,1,1,0,3074,0,0,50066,7672,177750,40,55672,7672,7504,0
71924620,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924621,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924622,272,1,1,0,0,0,0,50066,7672,177750,40,55672,7672,7504,0
71924623,272,1,1,0,0,300,300,50066,7672,177750,40,55672,7672,7504,0
71924624,272,1,1,0,0,300,300,50066,7672,177750,40,55672,7672,7504,0
71924625,272,1,1,0,0,300,300,50066,7672,177750,40,55672,7672,7504,0
71924626,272,1,1,0,0,300,300,50066,7672,177750,40,55672,7672,7504,0
71924627,272,1,1,0,0,0,300,50066,7672,177750,40,55672,7672,7504,0
71924628,272,1,1,0,0,0,300,50066,7672,177750,40,55672,7672,7504,0
71924629,272,1,1,0,0,0,300,50066,7672,177750,40,55672,7672,7504,0
71924630,300,1,1,3,0,0,300,300,7672,177750,40,55672,7672,7504,0
71924631,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,0
71924632,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,2001
71924633,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,17007
71924634,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,17007
71924635,300,1,1,3,3007,0,0,300,7672,177750,40,55672,7672,7504,0
71924636,300,1,1,3,3007,0,0,300,7672,177750,40,55672,7672,7504,6000
71924637,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,6000
71924638,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,6000
71924639,300,1,1,3,0,0,0,300,7672,177750,40,55672,7672,7504,6000
71924640,300,1,1,3,0,173006,173006,300,7672,177750,40,55672,7672,7504,7730
71924641,300,1,1,3,0,173006,173006,300,7672,177750,40,55672,7672,7504,7730
71924642,300,1,1,3,0,173006,173006,300,7672,177750,40,55672,7672,7504,7730
71924643,300,1,1,3,0,173006,173006,300,7672,177750,40,55672,7672,7504,7730
71924644,300,1,1,3,0,0,173006,300,7672,177750,40,55672,7672,7504,7730
71924645,300,1,1,3,0,0,173006,300,7672,177750,40,55672,7672,7504,7730
71924646,300,1,1,3,0,0,173006,300,7672,177750,40,55672,7672,7504,7730
71924647,6,1,1,3,0,0,173006,173006,7672,177750,300,55672,7672,7504,0
71924648,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,0
71924649,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,2001
71924650,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,17010
71924651,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,17010
71924652,6,1,1,3,3010,0,0,173006,7672,177750,300,55672,7672,7504,0
71924653,6,1,1,3,3010,0,0,173006,7672,177750,300,55672,7672,7504,6000
71924654,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,6000
71924655,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,6000
71924656,6,1,1,3,0,0,0,173006,7672,177750,300,55672,7672,7504,6000
71924657,6,1,1,3,0,150415,150415,173006,7672,177750,300,55672,7672,7504,7504
71924658,6,1,1,3,0,150415,150415,173006,7672,177750,300,55672,7672,7504,7504
71924659,6,1,1,3,0,150415,150415,173006,7672,177750,300,55672,7672,7504,7504
71924660,6,1,1,3,0,150415,150415,173006,7672,177750,300,55672,7672,7504,7504
71924661,6,1,1,3,0,0,150415,173006,7672,177750,300,55672,7672,7504,7504
71924662,6,1,1,3,0,0,150415,173006,7672,177750,300,55672,7672,7504,7504
71924663,6,1,1,3,0,0,150415,173006,7672,177750,300,55672,7672,7504,7504
71924664,272,1,1,0,0,0,157677,150415,7672,177750,306,55672,7672,7504,657
71924665,272,1,1,0,0,0,7672,150415,7672,177750,306,55672,7672,7504,657
71924666,272,1,1,0,0,0,7672,150415,7672,177750,306,55672,7672,7504,326
71924667,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,326
71924668,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,326
71924669,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,327
71924670,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,327
71924671,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,330
71924672,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,660
71924673,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,660
71924674,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,660
71924675,272,1,1,0,0,0,7672,7672,7672,177750,306,55672,7672,7504,3655
71924676,244,1,1,0,0,0,110244,7672,7672,177750,306,55672,7672,7504,3655
71924677,244,1,1,0,0,0,110244,7672,7672,177750,306,55672,7672,7504,3655
71924678,244,1,1,0,0,0,110244,7672,7672,177750,306,55672,7672,7504,474
71924679,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,474
71924680,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,474
71924681,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,475
71924682,306,1,1,3,0,0,306,7672,110244,177750,306,55672,7672,7504,475
71924683,306,1,1,3,0,0,306,7672,110244,177750,306,55672,7672,7504,476
71924684,306,1,1,3,0,0,306,7672,110244,177750,306,55672,7672,7504,501
71924685,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,501
71924686,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,501
71924687,244,1,1,0,0,0,110244,7672,110244,177750,306,55672,7672,7504,502
71924688,7,1,1,0,0,0,7,7672,110244,177750,306,55672,7672,7504,502
71924689,7,1,1,0,0,0,7,7672,110244,177750,306,55672,7672,7504,503
71924690,7,1,1,0,0,0,7,7672,110244,177750,306,55672,7672,7504,503
71924691,300,1,1,0,0,0,300,7672,300,177750,306,55672,7672,7504,503
71924692,300,1,1,0,0,0,300,7672,300,177750,306,55672,7672,7504,504
71924693,300,1,1,0,0,0,300,7672,300,177750,306,55672,7672,7504,511
71924694,3,1,1,0,0,0,3,7672,300,177750,306,55672,7672,7504,511
71924695,3,1,1,0,0,0,3,7672,300,177750,306,55672,7672,7504,511
71924696,3,1,1,0,0,0,3,7672,300,177750,306,55672,7672,7504,3726
71924697,141,1,1,0,0,0,30141,7672,304,177750,306,55672,7672,7504,3726
71924698,141,1,1,0,0,0,30141,7672,304,177750,306,55672,7672,7504,3726
71924699,141,1,1,0,0,0,30141,7672,304,177750,306,55672,7672,7504,575
71924700,0,1,1,0,0,0,0,7672,30141,177750,306,55672,7672,7504,575
71924701,0,1,1,0,0,0,0,7672,30141,177750,306,55672,7672,7504,575
71924702,0,1,1,0,0,0,0,7672,30141,177750,306,55672,7672,7504,576
71924703,30,1,1,0,0,0,74030,7672,30141,0,306,55672,7672,7504,576
71924704,30,1,1,0,0,0,74030,7672,30141,0,306,55672,7672,7504,577
71924705,30,1,1,0,0,0,74030,7672,30141,0,306,55672,7672,7504,577
71924706,141,1,1,0,0,0,30141,7672,30141,0,306,55672,7672,7504,577
71924707,141,1,1,0,0,0,30141,7672,30141,0,306,55672,7672,7504,600
71924708,141,1,1,0,0,0,30141,7672,30141,0,306,55672,7672,7504,600
71924709,10,1,1,0,0,0,10,7672,30141,0,306,55672,7672,7504,600
71924710,10,1,1,0,0,0,10,7672,30141,0,306,55672,7672,7504,601
71924711,10,1,1,0,0,0,10,7672,30141,0,306,55672,7672,7504,601
71924712,4,1,1,0,0,0,4,7672,30141,10,306,55672,7672,7504,601
71924713,4,1,1,0,0,0,4,7672,30141,10,306,55672,7672,7504,602
71924714,4,1,1,0,0,0,4,7672,30141,10,306,55672,7672,7504,476
71924715,1,1,1,0,0,0,1,7672,30141,10,306,55672,7672,7504,476
71924716,1,1,1,0,0,0,1,7672,30141,10,306,55672,7672,7504,476
71924717,1,1,1,0,0,0,1,7672,30141,10,306,55672,7672,7504,0
71924718,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,0
71924719,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,0
71924720,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,2001
71924721,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,17011
71924722,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,17011
71924723,141,1,1,3,3011,0,0,7672,30141,10,306,55672,7672,7504,0
71924724,141,1,1,3,3011,0,0,7672,30141,10,306,55672,7672,7504,6000
71924725,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,6000
71924726,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,6000
71924727,141,1,1,3,0,0,0,7672,30141,10,306,55672,7672,7504,6000
71924728,141,1,1,3,0,175235,175235,7672,30141,10,306,55672,7672,7504,7752
71924729,141,1,1,3,0,175235,175235,7672,30141,10,306,55672,7672,7504,7752
71924730,141,1,1,3,0,175235,175235,7672,30141,10,306,55672,7672,7504,7752
71924731,141,1,1,3,0,175235,175235,7672,30141,10,306,55672,7672,7504,7752
71924732,141,1,1,3,0,0,175235,7672,30141,10,306,55672,7672,7504,7752
71924733,141,1,1,3,0,0,175235,7672,30141,10,306,55672,7672,7504,7752
71924734,141,1,1,3,0,0,175235,7672,30141,10,306,55672,7672,7504,7752
71924735,141,1,1,0,0,0,175375,175235,30141,10,306,55672,7672,7504,256
71924736,141,1,1,0,0,0,30141,175235,30141,10,306,55672,7672,7504,256
71924737,141,1,1,0,0,0,30141,175235,30141,10,306,55672,7672,7504,257
71924738,244,1,1,0,0,0,110244,30141,30141,10,306,55672,7672,7504,257
71924739,244,1,1,0,0,0,110244,30141,30141,10,306,55672,7672,7504,260
71924740,244,1,1,0,0,0,110244,30141,30141,10,306,55672,7672,7504,264
71924741,367,1,1,0,0,0,177767,30141,30141,10,306,55672,7672,7504,264
71924742,367,1,1,0,0,0,177767,30141,30141,10,306,55672,7672,7504,264
71924743,367,1,1,0,0,0,177767,30141,30141,10,306,55672,7672,7504,265
71924744,10,1,1,0,0,0,10,30141,177767,10,306,55672,7672,7504,265
71924745,10,1,1,0,0,0,10,30141,177767,10,306,55672,7672,7504,266
71924746,10,1,1,0,0,0,10,30141,177767,10,306,55672,7672,7504,325
71924747,233,1,1,0,0,0,110233,30141,177767,10,306,55672,7672,7504,325
71924748,233,1,1,0,0,0,110233,30141,177767,10,306,55672,7672,7504,325
71924749,233,1,1,0,0,0,110233,30141,177767,10,306,55672,7672,7504,145
71924750,13,1,1,0,0,0,3013,30141,177767,10,306,55672,7672,7504,145
71924751,13,1,1,0,0,0,3013,30141,177767,10,306,55672,7672,7504,145
71924752,13,1,1,0,0,0,3013,30141,177767,10,306,55672,7672,7504,0
71924753,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,0
71924754,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,0
71924755,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,2001
71924756,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,17013
71924757,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,17013
71924758,0,1,1,3,3013,0,0,30141,177767,10,306,55672,7672,7504,0
71924759,0,1,1,3,3013,0,0,30141,177767,10,306,55672,7672,7504,6000
71924760,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,6000
71924761,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,6000
71924762,0,1,1,3,0,0,0,30141,177767,10,306,55672,7672,7504,6000
71924763,0,1,1,3,0,150001,150001,30141,177767,10,306,55672,7672,7504,7500
71924764,0,1,1,3,0,150001,150001,30141,177767,10,306,55672,7672,7504,7500
71924765,0,1,1,3,0,150001,150001,30141,177767,10,306,55672,7672,7504,7500
71924766,0,1,1,3,0,150001,150001,30141,177767,10,306,55672,7672,7504,7500
71924767,0,1,1,3,0,0,150001,30141,177767,10,306,55672,7672,7504,7500
71924768,0,1,1,3,0,0,150001,30141,177767,10,306,55672,7672,7504,7500
71924769,0,1,1,3,0,0,150001,30141,177767,10,306,55672,7672,7504,7500
71924770,367,1,1,0,0,0,177767,150001,177767,10,306,55672,7672,7504,675
71924771,367,1,1,0,0,0,177767,150001,177767,10,306,55672,7672,7504,675
71924772,367,1,1,0,0,0,177767,150001,177767,10,306,55672,7672,7504,326
71924773,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,326
71924774,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,326
71924775,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,327
71924776,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,327
71924777,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,330
71924778,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,676
71924779,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,676
71924780,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,676
71924781,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,701
71924782,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,701
71924783,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,701
71924784,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,3661
71924785,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,3661
71924786,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,3661
71924787,367,1,1,0,0,0,177767,177767,177767,10,306,55672,7672,7504,677
71924788,244,1,1,0,0,0,110244,177767,177767,10,306,55672,7672,7504,677
71924789,244,1,1,0,0,0,110244,177767,177767,10,306,55672,7672,7504,677
71924790,244,1,1,0,0,0,110244,177767,177767,10,306,55672,7672,7504,700
71924791,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,700
71924792,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,701
71924793,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,145
71924794,0,1,1,0,0,0,0,177767,177767,110244,306,55672,7672,7504,145
71924795,0,1,1,0,0,0,0,177767,177767,110244,306,55672,7672,7504,145
71924796,0,1,1,0,0,0,0,177767,177767,110244,306,55672,7672,7504,0
71924797,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,0
71924798,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,0
71924799,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,2001
71924800,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,17014
71924801,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,17014
71924802,0,1,1,3,3014,0,0,177767,177767,110244,306,55672,7672,7504,0
71924803,0,1,1,3,3014,0,0,177767,177767,110244,306,55672,7672,7504,6000
71924804,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,6000
71924805,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,6000
71924806,0,1,1,3,0,0,0,177767,177767,110244,306,55672,7672,7504,6000
71924807,0,1,1,3,0,150401,150401,177767,177767,110244,306,55672,7672,7504,7504
71924808,0,1,1,3,0,150401,150401,177767,177767,110244,306,55672,7672,7504,7504
71924809,0,1,1,3,0,150401,150401,177767,177767,110244,306,55672,7672,7504,7504
71924810,0,1,1,3,0,150401,150401,177767,177767,110244,306,55672,7672,7504,7504
71924811,0,1,1,3,0,0,150401,177767,177767,110244,306,55672,7672,7504,7504
71924812,0,1,1,3,0,0,150401,177767,177767,110244,306,55672,7672,7504,7504
71924813,0,1,1,3,0,0,150401,177767,177767,110244,306,55672,7672,7504,7504
71924814,367,1,1,0,0,0,177767,150401,177767,110244,306,55672,7672,7504,657
71924815,367,1,1,0,0,0,177767,150401,177767,110244,306,55672,7672,7504,657
71924816,367,1,1,0,0,0,177767,150401,177767,110244,306,55672,7672,7504,326
71924817,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,326
71924818,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,326
71924819,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,327
71924820,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,327
71924821,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,330
71924822,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,660
71924823,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,660
71924824,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,660
71924825,367,1,1,0,0,0,177767,177767,177767,110244,306,55672,7672,7504,3641
71924826,244,1,1,0,0,0,110244,177767,177767,110244,306,55672,7672,7504,3641
71924827,244,1,1,0,0,0,110244,177767,177767,110244,306,55672,7672,7504,3641
71924828,244,1,1,0,0,0,110244,177767,177767,110244,306,55672,7672,7504,661
71924829,0,1,1,0,0,0,100000,177767,110244,110244,306,55672,7672,7504,661
71924830,0,1,1,0,0,0,100000,177767,110244,110244,306,55672,7672,7504,661
71924831,0,1,1,0,0,0,100000,177767,110244,110244,306,55672,7672,7504,662
71924832,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,662
71924833,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,663
71924834,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924835,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924836,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924837,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924838,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924839,14,1,1,0,0,0,10414,177767,10244,110244,306,55672,7672,7504,677
71924840,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,677
71924841,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,677
71924842,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,700
71924843,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,700
71924844,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,701
71924845,244,1,1,0,0,0,10244,177767,10244,110244,306,55672,7672,7504,145
71924846,0,1,1,0,0,0,0,177767,10244,110244,306,55672,7672,7504,145
71924847,0,1,1,0,0,0,0,177767,10244,110244,306,55672,7672,7504,145
71924848,0,1,1,0,0,0,0,177767,10244,110244,306,55672,7672,7504,0
71924849,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,0
71924850,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,0
71924851,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,2001
71924852,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,17015
71924853,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,17015
71924854,0,1,1,3,3015,0,0,177767,10244,110244,306,55672,7672,7504,0
71924855,0,1,1,3,3015,0,0,177767,10244,110244,306,55672,7672,7504,6000
71924856,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,6000
71924857,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,6000
71924858,0,1,1,3,0,0,0,177767,10244,110244,306,55672,7672,7504,6000
71924859,0,1,1,3,0,176775,176775,177767,10244,110244,306,55672,7672,7504,7767
71924860,0,1,1,3,0,176775,176775,177767,10244,110244,306,55672,7672,7504,7767
71924861,0,1,1,3,0,176775,176775,177767,10244,110244,306,55672,7672,7504,7767
71924862,0,1,1,3,0,176775,176775,177767,10244,110244,306,55672,7672,7504,7767
71924863,0,1,1,3,0,0,176775,177767,10244,110244,306,55672,7672,7504,7767
71924864,0,1,1,3,0,0,176775,177767,10244,110244,306,55672,7672,7504,7767
71924865,0,1,1,3,0,0,176775,177767,10244,110244,306,55672,7672,7504,7767
71924866,244,1,1,0,0,0,176775,176775,10244,110244,306,55672,7672,7504,321
71924867,244,1,1,0,0,0,10244,176775,10244,110244,306,55672,7672,7504,321
71924868,244,1,1,0,0,0,10244,176775,10244,110244,306,55672,7672,7504,246
71924869,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,246
71924870,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,246
71924871,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,322
71924872,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,322
71924873,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,322
71924874,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,323
71924875,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,323
71924876,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,324
71924877,0,1,1,0,0,0,100000,10244,10244,110244,306,55672,7672,7504,313
71924878,4,1,1,0,0,0,4,10244,10244,110244,306,55672,7672,7504,313
71924879,4,1,1,0,0,0,4,10244,10244,110244,306,55672,7672,7504,313
71924880,4,1,1,0,0,0,4,10244,10244,110244,306,55672,7672,7504,145
71924881,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,145
71924882,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,145
71924883,244,1,1,0,0,0,10244,10244,10244,110244,306,55672,7672,7504,0
71924884,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,0
71924885,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,0
71924886,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,2001
71924887,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,17016
71924888,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,17016
71924889,0,1,1,3,3016,0,0,10244,10244,110244,306,55672,7672,7504,0
71924890,0,1,1,3,3016,0,0,10244,10244,110244,306,55672,7672,7504,6000
71924891,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,6000
71924892,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,6000
71924893,0,1,1,3,0,0,0,10244,10244,110244,306,55672,7672,7504,6000
71924894,0,1,1,3,0,44056,44056,10244,10244,110244,306,55672,7672,7504,6440
71924895,0,1,1,3,0,44056,44056,10244,10244,110244,306,55672,7672,7504,6440
71924896,0,1,1,3,0,44056,44056,10244,10244,110244,306,55672,7672,7504,6440
71924897,0,1,1,3,0,44056,44056,10244,10244,110244,306,55672,7672,7504,6440
71924898,0,1,1,3,0,0,44056,10244,10244,110244,306,55672,7672,7504,6440
71924899,0,1,1,3,0,0,44056,10244,10244,110244,306,55672,7672,7504,6440
71924900,0,1,1,3,0,0,44056,10244,10244,110244,306,55672,7672,7504,6440
71924901,244,1,1,0,0,0,44056,44056,10244,110244,306,55672,7672,7504,170
71924902,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,170
71924903,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924904,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924905,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924906,244,1,1,0,3074,0,0,44056,10244,110244,306,55672,7672,7504,0
71924907,244,1,1,0,3074,0,0,44056,10244,110244,306,55672,7672,7504,0
71924908,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924909,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924910,244,1,1,0,0,0,0,44056,10244,110244,306,55672,7672,7504,0
71924911,244,1,1,0,0,300,300,44056,10244,110244,306,55672,7672,7504,0
