tick,CD16,AREG,TREG,FIDBO,CPUIDB,IOIDB8,THR,TXBYTE,CSA_12_0
70721200,11265,125,47,11265,11265,265,12,12,1156
70721201,11265,125,47,11265,11265,265,12,12,1156
70723582,173577,0,74643,7456,7456,56,12,12,7735
70723583,173577,0,74643,7456,7456,56,12,12,7735
70723584,173577,0,74643,7456,7456,56,12,12,7735
70723585,173577,0,74643,177,177,177,12,12,0
# MARK idb7f tick=70723585
70723586,0,0,74643,177,177,177,12,12,0
70723587,0,0,74643,177,177,177,12,12,2001
70723588,0,0,74643,177,177,177,12,12,17157
70723589,0,0,74643,177,177,177,12,12,17157
70723973,74647,0,74643,74643,74647,247,12,12,1151
70723974,74647,0,74643,74643,74647,247,12,12,1151
70723975,74643,0,74643,74643,74643,243,12,12,1151
70723976,125,0,74643,0,125,125,12,12,1151
# MARK idbU tick=70723976
70723977,125,0,74643,0,125,125,12,12,1151
70723978,0,0,74643,0,0,0,12,12,1151
70723979,11265,0,74643,11265,11265,265,12,12,1151
70723980,11265,0,74643,11265,11265,265,12,12,1151
70728983,15,177777,116400,15,15,15,12,12,1131
70728984,15,177777,116400,15,15,15,12,12,1131
70728985,15,177777,116400,15,15,15,12,12,1133
70728986,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70728986
70728987,2522,177777,116400,2522,2522,122,12,12,1133
70728988,2522,177777,116400,2522,2522,122,12,12,1134
70728989,15,177777,116400,15,15,15,12,12,1134
70728990,15,177777,116400,15,15,15,12,12,1135
70737209,15,177777,116400,15,15,15,12,12,1131
70737210,15,177777,116400,15,15,15,12,12,1131
70737211,15,177777,116400,15,15,15,12,12,1133
70737212,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70737212
70737213,2522,177777,116400,2522,2522,122,12,12,1133
70737214,2522,177777,116400,2522,2522,122,12,12,1134
70737215,15,177777,116400,15,15,15,12,12,1134
70737216,15,177777,116400,15,15,15,12,12,1135
70745442,15,177777,116400,15,15,15,12,12,1131
70745443,15,177777,116400,15,15,15,12,12,1131
70745444,15,177777,116400,15,15,15,12,12,1133
70745445,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70745445
70745446,2522,177777,116400,2522,2522,122,12,12,1133
70745447,2522,177777,116400,2522,2522,122,12,12,1134
70745448,15,177777,116400,15,15,15,12,12,1134
70745449,15,177777,116400,15,15,15,12,12,1135
70753661,15,177777,116400,15,15,15,12,12,1131
70753662,15,177777,116400,15,15,15,12,12,1131
70753663,15,177777,116400,15,15,15,12,12,1133
70753664,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70753664
70753665,2522,177777,116400,2522,2522,122,12,12,1133
70753666,2522,177777,116400,2522,2522,122,12,12,1134
70753667,15,177777,116400,15,15,15,12,12,1134
70753668,15,177777,116400,15,15,15,12,12,1135
70761888,15,177777,116400,15,15,15,12,12,1131
70761889,15,177777,116400,15,15,15,12,12,1131
70761890,15,177777,116400,15,15,15,12,12,1133
70761891,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70761891
70761892,2522,177777,116400,2522,2522,122,12,12,1133
70761893,2522,177777,116400,2522,2522,122,12,12,1134
70761894,15,177777,116400,15,15,15,12,12,1134
70761895,15,177777,116400,15,15,15,12,12,1135
70762536,51054,56,74643,51054,51054,54,12,12,4334
70762537,51054,56,74643,51054,51054,54,12,12,4334
70762538,51054,56,74643,51054,51054,54,12,12,4333
70762539,26122,56,74643,26122,26122,122,12,12,4333
# MARK idbR tick=70762539
70762540,26122,56,74643,26122,26122,122,12,12,4333
70762541,26122,56,74643,26122,26122,122,12,12,377
70762542,0,56,74643,377,377,377,12,12,377
70762543,0,56,74643,377,377,377,12,12,377
70762659,54611,57,47,0,0,0,12,12,6546
70762660,54611,57,47,0,0,0,12,12,6546
70762661,54611,57,47,0,0,0,12,12,6546
70762662,54611,57,47,26122,26122,122,12,12,174
# MARK idbR tick=70762662
70762663,0,57,47,26122,26122,122,12,12,174
70762664,0,57,47,26122,26122,122,12,12,0
70762665,0,57,47,26122,26122,122,12,12,0
70762666,0,57,47,26122,26122,122,12,12,0
70762693,50606,57,47,57,57,57,12,12,6506
70762694,50606,57,47,57,57,57,12,12,6506
70762695,50606,57,47,57,57,57,12,12,6506
70762696,50606,57,47,26122,26122,122,12,12,172
# MARK idbR tick=70762696
70762697,0,57,47,26122,26122,122,12,12,172
70762698,0,57,47,26122,26122,122,12,12,0
70762699,0,57,47,26122,26122,122,12,12,0
70762700,0,57,47,26122,26122,122,12,12,0
70762727,142200,57,47,74643,74643,243,12,12,7422
70762728,142200,57,47,74643,74643,243,12,12,7422
70762729,142200,57,47,74643,74643,243,12,12,7422
70762730,166322,57,74643,26122,26122,122,12,12,4331
# MARK idbR tick=70762730
70762731,26122,57,74643,26122,26122,122,12,12,4331
70762732,26122,57,74643,26122,26122,122,12,12,4335
70762733,57,57,74643,57,57,57,12,12,4335
70762734,57,57,74643,57,57,57,12,12,4335
70770119,15,177777,116400,15,15,15,12,12,1131
70770120,15,177777,116400,15,15,15,12,12,1131
70770121,15,177777,116400,15,15,15,12,12,1133
70770122,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70770122
70770123,2522,177777,116400,2522,2522,122,12,12,1133
70770124,2522,177777,116400,2522,2522,122,12,12,1134
70770125,15,177777,116400,15,15,15,12,12,1134
70770126,15,177777,116400,15,15,15,12,12,1135
70772644,173577,0,74752,7456,7456,56,12,12,7735
70772645,173577,0,74752,7456,7456,56,12,12,7735
70772646,173577,0,74752,7456,7456,56,12,12,7735
70772647,173577,0,74752,177,177,177,12,12,0
# MARK idb7f tick=70772647
70772648,0,0,74752,177,177,177,12,12,0
70772649,0,0,74752,177,177,177,12,12,2001
70772650,0,0,74752,177,177,177,12,12,17157
70772651,0,0,74752,177,177,177,12,12,17157
70778356,15,177777,116400,15,15,15,12,12,1131
70778357,15,177777,116400,15,15,15,12,12,1131
70778358,15,177777,116400,15,15,15,12,12,1133
70778359,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70778359
70778360,2522,177777,116400,2522,2522,122,12,12,1133
70778361,2522,177777,116400,2522,2522,122,12,12,1134
70778362,15,177777,116400,15,15,15,12,12,1134
70778363,15,177777,116400,15,15,15,12,12,1135
70786599,15,177777,116400,15,15,15,12,12,1131
70786600,15,177777,116400,15,15,15,12,12,1131
70786601,15,177777,116400,15,15,15,12,12,1133
70786602,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70786602
70786603,2522,177777,116400,2522,2522,122,12,12,1133
70786604,2522,177777,116400,2522,2522,122,12,12,1134
70786605,15,177777,116400,15,15,15,12,12,1134
70786606,15,177777,116400,15,15,15,12,12,1135
70787157,51125,14,74752,1,1,1,12,12,4334
70787158,51125,14,74752,1,1,1,12,12,4334
70787159,51125,14,74752,1,1,1,12,12,4334
70787160,51125,14,74752,51125,51125,125,12,12,4334
# MARK idbU tick=70787160
70787161,51125,14,74752,51125,51125,125,12,12,4334
70787162,51125,14,74752,51125,51125,125,12,12,4333
70787163,52522,14,74752,52522,52522,122,12,12,4333
# MARK idbR tick=70787163
70787164,52522,14,74752,52522,52522,122,12,12,4333
70787165,52522,14,74752,52522,52522,122,12,12,377
70787166,0,14,74752,377,377,377,12,12,377
70787167,0,14,74752,377,377,377,12,12,377
70787283,54611,15,47,0,0,0,12,12,6546
70787284,54611,15,47,0,0,0,12,12,6546
70787285,54611,15,47,0,0,0,12,12,6546
70787286,54611,15,47,52522,52522,122,12,12,174
# MARK idbR tick=70787286
70787287,0,15,47,52522,52522,122,12,12,174
70787288,0,15,47,52522,52522,122,12,12,0
70787289,0,15,47,52522,52522,122,12,12,0
70787290,0,15,47,52522,52522,122,12,12,0
70787317,50606,15,47,15,15,15,12,12,6506
70787318,50606,15,47,15,15,15,12,12,6506
70787319,50606,15,47,15,15,15,12,12,6506
70787320,50606,15,47,52522,52522,122,12,12,172
# MARK idbR tick=70787320
70787321,0,15,47,52522,52522,122,12,12,172
70787322,0,15,47,52522,52522,122,12,12,0
70787323,0,15,47,52522,52522,122,12,12,0
70787324,0,15,47,52522,52522,122,12,12,0
70787351,142200,15,47,74752,74752,352,12,12,7422
70787352,142200,15,47,74752,74752,352,12,12,7422
70787353,142200,15,47,74752,74752,352,12,12,7422
70787354,152722,15,74752,52522,52522,122,12,12,4331
# MARK idbR tick=70787354
70787355,52522,15,74752,52522,52522,122,12,12,4331
70787356,52522,15,74752,52522,52522,122,12,12,4335
70787357,15,15,74752,15,15,15,12,12,4335
70787358,15,15,74752,15,15,15,12,12,4335
70787377,51125,15,74752,1,1,1,12,12,4333
70787378,51125,15,74752,1,1,1,12,12,4333
70787379,51125,15,74752,1,1,1,12,12,4333
70787380,51125,15,74752,51125,51125,125,12,12,4333
# MARK idbU tick=70787380
70787381,51125,15,74752,51125,51125,125,12,12,4334
70787382,51125,15,74752,51125,51125,125,12,12,377
70787383,0,15,74752,377,377,377,12,12,377
70787384,0,15,74752,377,377,377,12,12,377
70787500,54611,16,47,0,0,0,12,12,6546
70787501,54611,16,47,0,0,0,12,12,6546
70787502,54611,16,47,0,0,0,12,12,6546
70787503,54611,16,47,51125,51125,125,12,12,174
# MARK idbU tick=70787503
70787504,0,16,47,51125,51125,125,12,12,174
70787505,0,16,47,51125,51125,125,12,12,0
70787506,0,16,47,51125,51125,125,12,12,0
70787507,0,16,47,51125,51125,125,12,12,0
70787534,50606,16,47,16,16,16,12,12,6506
70787535,50606,16,47,16,16,16,12,12,6506
70787536,50606,16,47,16,16,16,12,12,6506
70787537,50606,16,47,51125,51125,125,12,12,172
# MARK idbU tick=70787537
70787538,0,16,47,51125,51125,125,12,12,172
70787539,0,16,47,51125,51125,125,12,12,0
70787540,0,16,47,51125,51125,125,12,12,0
70787541,0,16,47,51125,51125,125,12,12,0
70787568,142200,16,47,74752,74752,352,12,12,7422
70787569,142200,16,47,74752,74752,352,12,12,7422
70787570,142200,16,47,74752,74752,352,12,12,7422
70787571,153325,16,74752,51125,51125,125,12,12,4331
# MARK idbU tick=70787571
70787572,51125,16,74752,51125,51125,125,12,12,4331
70787573,51125,16,74752,51125,51125,125,12,12,4335
70787574,16,16,74752,16,16,16,12,12,4335
70787575,16,16,74752,16,16,16,12,12,4335
70794828,15,177777,116400,15,15,15,12,12,1131
70794829,15,177777,116400,15,15,15,12,12,1131
70794830,15,177777,116400,15,15,15,12,12,1133
70794831,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70794831
70794832,2522,177777,116400,2522,2522,122,12,12,1133
70794833,2522,177777,116400,2522,2522,122,12,12,1134
70794834,15,177777,116400,15,15,15,12,12,1134
70794835,15,177777,116400,15,15,15,12,12,1135
70795419,173577,0,74770,7456,7456,56,12,12,7735
70795420,173577,0,74770,7456,7456,56,12,12,7735
70795421,173577,0,74770,7456,7456,56,12,12,7735
70795422,173577,0,74770,177,177,177,12,12,0
# MARK idb7f tick=70795422
70795423,0,0,74770,177,177,177,12,12,0
70795424,0,0,74770,177,177,177,12,12,2001
70795425,0,0,74770,177,177,177,12,12,17157
70795426,0,0,74770,177,177,177,12,12,17157
70803063,15,177777,116400,15,15,15,12,12,1131
70803064,15,177777,116400,15,15,15,12,12,1131
70803065,15,177777,116400,15,15,15,12,12,1133
70803066,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70803066
70803067,2522,177777,116400,2522,2522,122,12,12,1133
70803068,2522,177777,116400,2522,2522,122,12,12,1134
70803069,15,177777,116400,15,15,15,12,12,1134
70803070,15,177777,116400,15,15,15,12,12,1135
70811296,15,177777,116400,15,15,15,12,12,1131
70811297,15,177777,116400,15,15,15,12,12,1131
70811298,15,177777,116400,15,15,15,12,12,1133
70811299,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70811299
70811300,2522,177777,116400,2522,2522,122,12,12,1133
70811301,2522,177777,116400,2522,2522,122,12,12,1134
70811302,15,177777,116400,15,15,15,12,12,1134
70811303,15,177777,116400,15,15,15,12,12,1135
70819556,15,177777,116400,15,15,15,12,12,1131
70819557,15,177777,116400,15,15,15,12,12,1131
70819558,15,177777,116400,15,15,15,12,12,1133
70819559,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70819559
70819560,2522,177777,116400,2522,2522,122,12,12,1133
70819561,2522,177777,116400,2522,2522,122,12,12,1134
70819562,15,177777,116400,15,15,15,12,12,1134
70819563,15,177777,116400,15,15,15,12,12,1135
70822783,74770,54,74770,74770,74770,370,12,12,1151
70822784,74770,54,74770,74770,74770,370,12,12,1151
70822785,74770,54,74770,74770,74770,370,12,12,1151
70822786,177,54,74770,54,177,177,12,12,1151
# MARK idb7f tick=70822786
70822787,177,54,74770,54,177,177,12,12,1151
70822788,54,54,74770,54,54,54,12,12,1151
70822789,11265,54,74770,11265,11265,265,12,12,1151
70822790,11265,54,74770,11265,11265,265,12,12,1151
70827799,15,177777,116400,15,15,15,12,12,1131
70827800,15,177777,116400,15,15,15,12,12,1131
70827801,15,177777,116400,15,15,15,12,12,1133
70827802,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70827802
70827803,2522,177777,116400,2522,2522,122,12,12,1133
70827804,2522,177777,116400,2522,2522,122,12,12,1134
70827805,15,177777,116400,15,15,15,12,12,1134
70827806,15,177777,116400,15,15,15,12,12,1135
70836014,15,177777,116400,15,15,15,12,12,1131
70836015,15,177777,116400,15,15,15,12,12,1131
70836016,15,177777,116400,15,15,15,12,12,1133
70836017,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70836017
70836018,2522,177777,116400,2522,2522,122,12,12,1133
70836019,2522,177777,116400,2522,2522,122,12,12,1134
70836020,15,177777,116400,15,15,15,12,12,1134
70836021,15,177777,116400,15,15,15,12,12,1135
70837031,51105,72,74770,51105,51105,105,12,12,4334
70837032,51105,72,74770,51105,51105,105,12,12,4334
70837033,51105,72,74770,51105,51105,105,12,12,4333
70837034,42522,72,74770,42522,42522,122,12,12,4333
# MARK idbR tick=70837034
70837035,42522,72,74770,42522,42522,122,12,12,4333
70837036,42522,72,74770,42522,42522,122,12,12,377
70837037,0,72,74770,377,377,377,12,12,377
70837038,0,72,74770,377,377,377,12,12,377
70837154,54611,73,47,0,0,0,12,12,6546
70837155,54611,73,47,0,0,0,12,12,6546
70837156,54611,73,47,0,0,0,12,12,6546
70837157,54611,73,47,42522,42522,122,12,12,174
# MARK idbR tick=70837157
70837158,0,73,47,42522,42522,122,12,12,174
70837159,0,73,47,42522,42522,122,12,12,0
70837160,0,73,47,42522,42522,122,12,12,0
70837161,0,73,47,42522,42522,122,12,12,0
70837188,50606,73,47,73,73,73,12,12,6506
70837189,50606,73,47,73,73,73,12,12,6506
70837190,50606,73,47,73,73,73,12,12,6506
70837191,50606,73,47,42522,42522,122,12,12,172
# MARK idbR tick=70837191
70837192,0,73,47,42522,42522,122,12,12,172
70837193,0,73,47,42522,42522,122,12,12,0
70837194,0,73,47,42522,42522,122,12,12,0
70837195,0,73,47,42522,42522,122,12,12,0
70837222,142200,73,47,74770,74770,370,12,12,7422
70837223,142200,73,47,74770,74770,370,12,12,7422
70837224,142200,73,47,74770,74770,370,12,12,7422
70837225,142722,73,74770,42522,42522,122,12,12,4331
# MARK idbR tick=70837225
70837226,42522,73,74770,42522,42522,122,12,12,4331
70837227,42522,73,74770,42522,42522,122,12,12,4335
70837228,73,73,74770,73,73,73,12,12,4335
70837229,73,73,74770,73,73,73,12,12,4335
70838794,44122,102,74770,1,1,1,12,12,4334
70838795,44122,102,74770,1,1,1,12,12,4334
70838796,44122,102,74770,1,1,1,12,12,4334
70838797,44122,102,74770,44122,44122,122,12,12,4334
# MARK idbR tick=70838797
70838798,44122,102,74770,44122,44122,122,12,12,4334
70838799,44122,102,74770,44122,44122,122,12,12,4333
70838800,51110,102,74770,51110,51110,110,12,12,4333
70838801,51110,102,74770,51110,51110,110,12,12,4333
70839014,44122,103,74770,1,1,1,12,12,4333
70839015,44122,103,74770,1,1,1,12,12,4333
70839016,44122,103,74770,1,1,1,12,12,4333
70839017,44122,103,74770,44122,44122,122,12,12,4333
# MARK idbR tick=70839017
70839018,44122,103,74770,44122,44122,122,12,12,4334
70839019,44122,103,74770,44122,44122,122,12,12,377
70839020,0,103,74770,377,377,377,12,12,377
70839021,0,103,74770,377,377,377,12,12,377
70839044,1,122,47,1,1,1,12,12,50
70839045,1,122,47,1,1,1,12,12,50
70839046,1,122,47,1,1,1,12,12,51
70839047,44122,122,47,44122,44122,122,12,12,51
# MARK idbR tick=70839047
70839048,44122,122,47,44122,44122,122,12,12,52
70839049,44122,122,47,44122,44122,122,12,12,52
70839050,44122,122,47,44122,44122,122,12,12,52
70839051,44122,122,47,44122,44122,122,12,12,53
70839229,47,122,47,47,47,47,12,12,1151
70839230,172,122,47,122,172,172,12,12,1151
70839231,172,122,47,122,172,172,12,12,1151
70839232,122,122,47,122,122,122,12,12,1151
# MARK idbR tick=70839232
70839233,11265,122,47,11265,11265,265,12,12,1151
70839234,11265,122,47,11265,11265,265,12,12,1151
70839235,11265,122,47,11265,11265,265,12,12,1151
70839236,7656,122,47,7656,7656,256,12,12,1151
70844241,15,177777,116400,15,15,15,12,12,1131
70844242,15,177777,116400,15,15,15,12,12,1131
70844243,15,177777,116400,15,15,15,12,12,1133
70844244,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70844244
70844245,2522,177777,116400,2522,2522,122,12,12,1133
70844246,2522,177777,116400,2522,2522,122,12,12,1134
70844247,15,177777,116400,15,15,15,12,12,1134
70844248,15,177777,116400,15,15,15,12,12,1135
70844663,47,177777,0,47,47,47,12,12,1156
70844664,47,177777,0,47,47,47,12,12,1156
70844665,47,177777,0,47,47,47,12,12,1156
70844666,122,177777,47,122,122,122,12,12,1156
# MARK idbR tick=70844666
70844667,122,177777,47,122,122,122,12,12,1156
70844668,122,177777,47,122,122,122,12,12,1156
70844669,11265,122,47,11265,11265,265,12,12,1156
70844670,11265,122,47,11265,11265,265,12,12,1156
70852467,15,177777,116400,15,15,15,12,12,1131
70852468,15,177777,116400,15,15,15,12,12,1131
70852469,15,177777,116400,15,15,15,12,12,1133
70852470,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70852470
70852471,2522,177777,116400,2522,2522,122,12,12,1133
70852472,2522,177777,116400,2522,2522,122,12,12,1134
70852473,15,177777,116400,15,15,15,12,12,1134
70852474,15,177777,116400,15,15,15,12,12,1135
70853456,146575,105,47,0,0,0,12,12,7465
70853457,146575,105,47,0,0,0,12,12,7465
70853458,146575,105,47,0,0,0,12,12,7465
70853459,146575,105,47,122,122,122,12,12,145
# MARK idbR tick=70853459
70853460,0,105,47,122,122,122,12,12,145
70853461,0,105,47,122,122,122,12,12,0
70853462,0,105,47,122,122,122,12,12,16314
70853463,0,105,47,122,122,122,12,12,16314
70853535,122,122,47,46105,46105,105,12,12,0
70853536,122,122,47,46105,46105,105,12,12,0
70853537,122,122,47,46105,46105,105,12,12,0
70853538,122,122,47,122,122,122,12,12,0
# MARK idbR tick=70853538
70853539,0,122,47,122,122,122,12,12,0
70853540,0,122,47,122,122,122,12,12,2001
70853541,0,122,47,122,122,122,12,12,16306
70853542,0,122,47,122,122,122,12,12,16306
70853589,146305,122,74770,46105,46105,105,12,12,4331
70853590,46105,122,74770,46105,46105,105,12,12,4331
70853591,46105,122,74770,46105,46105,105,12,12,4335
70853592,122,122,74770,122,122,122,12,12,4335
# MARK idbR tick=70853592
70853593,122,122,74770,122,122,122,12,12,4335
70853594,122,122,74770,122,122,122,12,12,4336
70853595,75041,122,74770,75041,75041,41,12,12,4336
70853596,75041,122,74770,75041,75041,41,12,12,4337
70853612,50125,122,74770,1,1,1,12,12,4334
70853613,50125,122,74770,1,1,1,12,12,4334
70853614,50125,122,74770,1,1,1,12,12,4334
70853615,50125,122,74770,50125,50125,125,12,12,4334
# MARK idbU tick=70853615
70853616,50125,122,74770,50125,50125,125,12,12,4334
70853617,50125,122,74770,50125,50125,125,12,12,4333
70853618,52520,122,74770,52520,52520,120,12,12,4333
70853619,52520,122,74770,52520,52520,120,12,12,4333
70853837,50125,123,74770,1,1,1,12,12,4333
70853838,50125,123,74770,1,1,1,12,12,4333
70853839,50125,123,74770,1,1,1,12,12,4333
70853840,50125,123,74770,50125,50125,125,12,12,4333
# MARK idbU tick=70853840
70853841,50125,123,74770,50125,50125,125,12,12,4334
70853842,50125,123,74770,50125,50125,125,12,12,377
70853843,0,123,74770,377,377,377,12,12,377
70853844,0,123,74770,377,377,377,12,12,377
70853960,54611,124,47,0,0,0,12,12,6546
70853961,54611,124,47,0,0,0,12,12,6546
70853962,54611,124,47,0,0,0,12,12,6546
70853963,54611,124,47,50125,50125,125,12,12,174
# MARK idbU tick=70853963
70853964,0,124,47,50125,50125,125,12,12,174
70853965,0,124,47,50125,50125,125,12,12,0
70853966,0,124,47,50125,50125,125,12,12,0
70853967,0,124,47,50125,50125,125,12,12,0
70853994,50606,124,47,124,124,124,12,12,6506
70853995,50606,124,47,124,124,124,12,12,6506
70853996,50606,124,47,124,124,124,12,12,6506
70853997,50606,124,47,50125,50125,125,12,12,172
# MARK idbU tick=70853997
70853998,0,124,47,50125,50125,125,12,12,172
70853999,0,124,47,50125,50125,125,12,12,0
70854000,0,124,47,50125,50125,125,12,12,0
70854001,0,124,47,50125,50125,125,12,12,0
70854028,142200,124,47,74770,74770,370,12,12,7422
70854029,142200,124,47,74770,74770,370,12,12,7422
70854030,142200,124,47,74770,74770,370,12,12,7422
70854031,152325,124,74770,50125,50125,125,12,12,4331
# MARK idbU tick=70854031
70854032,50125,124,74770,50125,50125,125,12,12,4331
70854033,50125,124,74770,50125,50125,125,12,12,4335
70854034,124,124,74770,124,124,124,12,12,4335
70854035,124,124,74770,124,124,124,12,12,4335
70854118,146575,56,47,0,0,0,12,12,7465
70854119,146575,56,47,0,0,0,12,12,7465
70854120,146575,56,47,0,0,0,12,12,7465
70854121,146575,56,47,125,125,125,12,12,145
# MARK idbU tick=70854121
70854122,0,56,47,125,125,125,12,12,145
70854123,0,56,47,125,125,125,12,12,0
70854124,0,56,47,125,125,125,12,12,16314
70854125,0,56,47,125,125,125,12,12,16314
70854199,125,125,47,23456,23456,56,12,12,0
70854200,125,125,47,23456,23456,56,12,12,0
70854201,125,125,47,23456,23456,56,12,12,0
70854202,125,125,47,125,125,125,12,12,0
# MARK idbU tick=70854202
70854203,0,125,47,125,125,125,12,12,0
70854204,0,125,47,125,125,125,12,12,2001
70854205,0,125,47,125,125,125,12,12,16306
70854206,0,125,47,125,125,125,12,12,16306
70854253,163656,125,74770,23456,23456,56,12,12,4331
70854254,23456,125,74770,23456,23456,56,12,12,4331
70854255,23456,125,74770,23456,23456,56,12,12,4335
70854256,125,125,74770,125,125,125,12,12,4335
# MARK idbU tick=70854256
70854257,125,125,74770,125,125,125,12,12,4335
70854258,125,125,74770,125,125,125,12,12,4336
70854259,75042,125,74770,75042,75042,42,12,12,4336
70854260,75042,125,74770,75042,75042,42,12,12,4337
70854364,125,47,47,27047,27047,47,12,12,0
70854365,125,47,47,27047,27047,47,12,12,0
70854366,125,47,47,27047,27047,47,12,12,0
70854367,125,47,47,125,125,125,12,12,0
# MARK idbU tick=70854367
70854368,0,47,47,125,125,125,12,12,0
70854369,0,47,47,125,125,125,12,12,2001
70854370,0,47,47,125,125,125,12,12,16317
70854371,0,47,47,125,125,125,12,12,16317
70855219,173577,0,75137,7456,7456,56,12,12,7735
70855220,173577,0,75137,7456,7456,56,12,12,7735
70855221,173577,0,75137,7456,7456,56,12,12,7735
70855222,173577,0,75137,177,177,177,12,12,0
# MARK idb7f tick=70855222
70855223,0,0,75137,177,177,177,12,12,0
70855224,0,0,75137,177,177,177,12,12,2001
70855225,0,0,75137,177,177,177,12,12,17157
70855226,0,0,75137,177,177,177,12,12,17157
70855669,110340,0,75137,110340,110340,340,12,12,1151
70855670,110340,0,75137,110340,110340,340,12,12,1152
70855671,110340,0,75137,110340,110340,340,12,12,1151
70855672,7577,0,75137,7470,7577,177,12,12,1151
# MARK idb7f tick=70855672
70855673,7577,0,75137,7470,7577,177,12,12,1151
70855674,7470,0,75137,7470,7470,70,12,12,1151
70855675,7470,0,75137,7470,7470,70,12,12,1151
70855676,7470,0,75137,7470,7470,70,12,12,1151
70860703,15,177777,116400,15,15,15,12,12,1131
70860704,15,177777,116400,15,15,15,12,12,1131
70860705,15,177777,116400,15,15,15,12,12,1133
70860706,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70860706
70860707,2522,177777,116400,2522,2522,122,12,12,1133
70860708,2522,177777,116400,2522,2522,122,12,12,1134
70860709,15,177777,116400,15,15,15,12,12,1134
70860710,15,177777,116400,15,15,15,12,12,1135
70862307,51116,4,75137,51116,51116,116,12,12,4334
70862308,51116,4,75137,51116,51116,116,12,12,4334
70862309,51116,4,75137,51116,51116,116,12,12,4333
70862310,47122,4,75137,47122,47122,122,12,12,4333
# MARK idbR tick=70862310
70862311,47122,4,75137,47122,47122,122,12,12,4333
70862312,47122,4,75137,47122,47122,122,12,12,377
70862313,0,4,75137,377,377,377,12,12,377
70862314,0,4,75137,377,377,377,12,12,377
70862432,54611,5,47,0,0,0,12,12,6546
70862433,54611,5,47,0,0,0,12,12,6546
70862434,54611,5,47,0,0,0,12,12,6546
70862435,54611,5,47,47122,47122,122,12,12,174
# MARK idbR tick=70862435
70862436,0,5,47,47122,47122,122,12,12,174
70862437,0,5,47,47122,47122,122,12,12,0
70862438,0,5,47,47122,47122,122,12,12,0
70862439,0,5,47,47122,47122,122,12,12,0
70862466,50606,5,47,5,5,5,12,12,6506
70862467,50606,5,47,5,5,5,12,12,6506
70862468,50606,5,47,5,5,5,12,12,6506
70862469,50606,5,47,47122,47122,122,12,12,172
# MARK idbR tick=70862469
70862470,0,5,47,47122,47122,122,12,12,172
70862471,0,5,47,47122,47122,122,12,12,0
70862472,0,5,47,47122,47122,122,12,12,0
70862473,0,5,47,47122,47122,122,12,12,0
70862500,142200,5,47,75137,75137,137,12,12,7422
70862501,142200,5,47,75137,75137,137,12,12,7422
70862502,142200,5,47,75137,75137,137,12,12,7422
70862503,147322,5,75137,47122,47122,122,12,12,4331
# MARK idbR tick=70862503
70862504,47122,5,75137,47122,47122,122,12,12,4331
70862505,47122,5,75137,47122,47122,122,12,12,4335
70862506,5,5,75137,5,5,5,12,12,4335
70862507,5,5,75137,5,5,5,12,12,4335
70863908,12,13,47,12,12,12,12,12,1151
70863909,12,13,47,12,12,12,12,12,1151
70863910,12,13,47,12,12,12,12,12,1151
70863911,75177,13,47,47,75177,177,12,12,1151
# MARK idb7f tick=70863911
70863912,75177,13,47,47,75177,177,12,12,1151
70863913,47,13,47,47,47,47,12,12,1151
70863914,13,13,47,13,13,13,12,12,1151
70863915,13,13,47,13,13,13,12,12,1151
70868921,15,177777,116400,15,15,15,12,12,1131
70868922,15,177777,116400,15,15,15,12,12,1131
70868923,15,177777,116400,15,15,15,12,12,1133
70868924,2522,177777,116400,2522,2522,122,12,12,1133
# MARK idbR tick=70868924
70868925,2522,177777,116400,2522,2522,122,12,12,1133
70868926,2522,177777,116400,2522,2522,122,12,12,1134
70868927,15,177777,116400,15,15,15,12,12,1134
70868928,15,177777,116400,15,15,15,12,12,1135
70869712,42522,14,75137,1,1,1,12,12,4334
70869713,42522,14,75137,1,1,1,12,12,4334
70869714,42522,14,75137,1,1,1,12,12,4334
70869715,42522,14,75137,42522,42522,122,12,12,4334
# MARK idbR tick=70869715
70869716,42522,14,75137,42522,42522,122,12,12,4334
70869717,42522,14,75137,42522,42522,122,12,12,4333
70869718,51105,14,75137,51105,51105,105,12,12,4333
